Id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Air_Pressure_Min,Air_Pressure_Max,Coolant_Temp,Coolant_Temp_Min,Coolant_Temp_Max,Coolant_Pressure,Factory_Temp,Factory_Temp_Min,Factory_Temp_Max,Factory_Humidity,Factory_Humidity_Min,Factory_Humidity_Max,Short_Shot_1,Bubble_1,Exfoliation_1,Blow_Hole_1,Stain_1,Dent_1,Deformation_1,Contamination_1,Impurity_1,Crack_1,Scratch_1,Buring_Mark_1,Inclusions_1,Short_Shot_2,Bubble_2,Exfoliation_2,Blow_Hole_2,Stain_2,Dent_2,Deformation_2,Contamination_2,Impurity_2,Crack_2,Scratch_2,Buring_Mark_2,Inclusions_2,Vel_1_2_Diff,Vel_2_3_Diff,Vel_Total_Range,Any_Defect
4228032,2,32,0.16,0.172,0.204,2.698,264,0.012,17,348,36.3,0.042,594,12.2,2.0,2.0,664.4,5.6,3,9,26.2,10,50,2.7,33.8,18.0,22.0,55.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011999999999999983,0.032,2.538,0
4229033,2,33,0.152,0.168,0.206,2.722,265,0.013,16,357,36.1,0.042,595,12.2,2.0,2.0,664.5,5.6,3,9,26.2,10,50,2.67,33.7,18.0,22.0,55.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016000000000000014,0.03799999999999998,2.57,0
4230034,2,34,0.158,0.17,0.21,2.695,264,0.012,18,357,36.3,0.041,594,12.2,2.0,2.0,664.5,5.6,3,9,26.2,10,50,2.67,33.7,18.0,22.0,55.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01200000000000001,0.03999999999999998,2.537,0
4231035,2,35,0.156,0.174,0.2,2.709,264,0.011,18,359,36.1,0.043,594,12.2,2.0,2.0,664.7,5.6,3,9,26.2,10,50,2.7,33.7,18.0,22.0,55.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017999999999999988,0.026000000000000023,2.553,0
4232036,2,36,0.158,0.162,0.2,2.715,264,0.011,18,357,36.2,0.042,594,12.2,2.0,2.0,665.2,5.5,3,9,26.2,10,50,2.7,33.7,18.0,22.0,55.6,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000000000000036,0.038000000000000006,2.557,0
4233037,2,37,0.146,0.163,0.208,2.719,265,0.012,19,359,36.2,0.042,595,12.2,2.0,2.0,665.2,5.5,3,9,26.2,10,50,2.7,33.7,18.0,22.0,55.6,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017000000000000015,0.044999999999999984,2.573,0
4234038,2,38,0.15,0.172,0.196,2.694,264,0.012,18,359,36.3,0.042,594,12.2,2.0,2.0,666.0,5.5,3,9,26.2,10,50,2.68,33.6,18.0,22.0,55.4,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021999999999999992,0.02400000000000002,2.544,0
4235039,2,39,0.149,0.168,0.21,2.729,264,0.012,18,357,36.6,0.041,594,12.7,2.0,2.5,666.3,5.5,3,9,26.1,10,50,2.67,33.4,18.0,22.0,55.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019000000000000017,0.04199999999999998,2.58,0
4236040,2,40,0.158,0.168,0.212,2.703,264,0.012,18,359,36.7,0.042,595,12.7,2.0,2.5,666.3,5.5,3,9,26.1,10,50,2.67,33.4,18.0,22.0,55.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010000000000000009,0.043999999999999984,2.545,0
4237041,2,41,0.15,0.17,0.208,2.716,264,0.011,17,359,36.6,0.04,594,12.7,2.0,2.5,666.5,5.4,3,9,26.1,10,50,2.69,33.4,18.0,22.0,55.5,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020000000000000018,0.03799999999999998,2.5660000000000003,0
