id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Pressure_Diff,Defect_Status,Defect_Type
4292099,2,99,0.154,0.168,0.204,2.713,264.0,0.011,17,364,37.0,0.042,595.0,13.0,2.5,2.7,670.8,6.6,26.4,2.7,34.6,53.0,331.0,0,Normal
4293100,2,100,0.162,0.162,0.206,2.67,265.0,0.012,17,363,37.0,0.041,595.0,13.0,2.5,2.7,671.2,6.6,26.4,2.7,34.7,53.1,330.0,0,Normal
4294101,2,101,0.157,0.163,0.204,2.705,264.0,0.012,17,355,36.9,0.039,595.0,13.0,2.5,2.7,671.2,6.6,26.4,2.7,34.7,53.1,331.0,0,Normal
4295102,2,102,0.154,0.16,0.21,2.708,264.0,0.013,18,357,36.9,0.042,595.0,13.0,2.5,2.7,671.1,6.6,26.4,2.72,34.7,52.8,331.0,0,Normal
4296103,2,103,0.16,0.168,0.205,2.719,264.0,0.012,15,355,36.9,0.04,595.0,13.0,2.5,2.7,670.6,6.5,26.4,2.69,34.7,52.6,331.0,0,Normal
4297104,2,104,0.155,0.17,0.212,2.723,265.0,0.012,17,355,36.9,0.041,595.0,13.1,2.5,2.7,670.6,6.5,26.4,2.69,34.7,52.6,330.0,0,Normal
4298105,2,105,0.15,0.165,0.208,2.729,264.0,0.011,15,355,36.9,0.04,595.0,13.0,2.5,2.7,670.0,6.5,26.4,2.72,34.7,52.5,331.0,1,Other
4299106,2,106,0.16,0.168,0.208,2.701,264.0,0.012,17,355,36.8,0.04,595.0,13.0,2.5,2.7,670.0,6.5,26.4,2.72,34.7,52.5,331.0,0,Normal
4300107,2,107,0.148,0.16,0.206,2.727,264.0,0.012,16,355,36.9,0.042,595.0,13.0,2.5,2.7,668.7,6.4,26.4,2.72,34.7,52.5,331.0,0,Normal
4301108,2,108,0.15,0.174,0.202,2.709,264.0,0.012,18,355,37.0,0.04,595.0,13.0,2.5,2.7,667.5,6.4,26.4,2.7,34.6,52.5,331.0,1,Other
4302109,2,109,0.152,0.166,0.2,2.713,264.0,0.011,16,357,37.0,0.04,595.0,13.0,2.5,2.7,667.5,6.4,26.4,2.7,34.6,52.5,331.0,0,Normal
4303110,2,110,0.16,0.171,0.208,2.693,264.0,0.011,16,357,37.0,0.04,594.0,13.0,2.5,2.7,665.8,6.4,26.4,2.72,34.5,52.7,330.0,0,Normal
4304111,2,111,0.154,0.168,0.198,2.72,264.0,0.012,17,357,37.0,0.041,595.0,13.0,2.5,2.7,664.4,6.4,26.4,2.7,34.4,52.8,331.0,0,Normal
4305112,2,112,0.158,0.168,0.204,2.715,264.0,0.012,17,357,37.0,0.041,595.0,13.0,2.5,2.7,664.4,6.4,26.4,2.7,34.4,52.8,331.0,0,Normal
4306113,2,113,0.15,0.168,0.206,2.723,264.0,0.013500000000000002,17,357,37.0,0.04,594.0,13.0,2.5,2.7,662.9,6.3,26.4,2.71,34.4,52.8,330.0,0,Normal
4307114,2,114,0.144,0.17,0.198,2.692,264.0,0.011,17,357,36.6,0.04,595.0,8.0,2.0,2.7,662.9,6.3,26.4,2.71,34.4,52.8,331.0,0,Normal
4308115,2,115,0.16,0.172,0.204,2.716,264.0,0.012,16,357,36.7,0.039,594.0,11.9,2.0,2.7,661.7,6.3,26.4,2.7,34.4,52.8,330.0,0,Normal
4309116,2,116,0.156,0.172,0.2,2.721,264.0,0.013500000000000002,17,359,34.0,0.042,594.0,10.1,2.0,2.7,660.7,6.2,26.4,2.7,34.4,52.8,330.0,0,Normal
4310117,2,117,0.156,0.172,0.2,2.721,264.0,0.013500000000000002,17,359,34.0,0.042,594.0,10.1,2.0,2.7,660.7,6.2,26.4,2.7,34.4,52.8,330.0,0,Normal
4311118,2,118,0.158,0.162,0.202,2.726,264.0,0.012,17,359,34.2,0.042,595.0,10.0,2.0,2.7,660.1,6.1,26.4,2.7,34.5,52.7,331.0,0,Normal
4312119,2,119,0.16,0.172,0.208,2.721,264.0,0.011,17,359,34.1,0.041,595.0,10.1,2.0,2.7,660.1,6.1,26.4,2.7,34.5,52.7,331.0,0,Normal
4313120,2,120,0.157,0.164,0.198,2.685,264.0,0.012,17,359,34.2,0.042,594.0,10.0,2.0,2.7,659.6,6.0,26.4,2.71,34.5,52.7,330.0,1,Other
4314121,2,121,0.155,0.162,0.212,2.69,264.0,0.013,16,346,34.0,0.04,595.0,10.1,2.0,2.7,659.6,6.0,26.4,2.71,34.5,52.7,331.0,0,Normal
4315122,2,122,0.16,0.164,0.202,2.701,265.0,0.012,17,348,33.9,0.04,595.0,10.0,2.0,2.7,659.3,6.0,26.4,2.72,34.6,52.5,330.0,0,Normal
4316123,2,123,0.156,0.166,0.21,2.724,264.0,0.012,18,348,33.9,0.041,594.0,10.0,2.0,2.7,659.3,6.0,26.4,2.7,34.6,52.2,330.0,0,Normal
4317124,2,124,0.154,0.172,0.208,2.723,264.0,0.012,18,361,33.9,0.042,595.0,10.0,2.0,2.7,659.3,6.0,26.4,2.7,34.6,52.2,331.0,0,Normal
4318125,2,125,0.156,0.164,0.194,2.702,264.0,0.013500000000000002,19,363,33.9,0.041,595.0,10.0,2.0,2.7,658.7,5.9,26.4,2.7,34.5,52.2,331.0,0,Normal
4319126,2,126,0.15,0.16,0.204,2.681,264.0,0.011,18,363,34.0,0.039,595.0,10.0,2.0,2.7,658.7,5.9,26.4,2.7,34.5,52.2,331.0,0,Normal
4320127,2,127,0.15,0.16,0.204,2.681,264.0,0.011,18,363,34.0,0.039,595.0,10.0,2.0,2.7,657.9,5.9,26.4,2.68,34.4,52.2,331.0,0,Normal
4321128,2,128,0.16,0.172,0.204,2.687,264.0,0.012,16,354,33.9,0.041,593.5,10.0,2.0,2.7,657.9,5.9,26.4,2.68,34.4,52.2,329.5,0,Normal
4322129,2,129,0.156,0.171,0.202,2.694,264.0,0.012,18,354,33.9,0.041,594.0,10.0,2.0,2.7,657.2,5.9,26.4,2.7,34.4,52.2,330.0,0,Normal
4323130,2,130,0.152,0.17,0.202,2.695,264.0,0.012,16,364,33.9,0.04,594.0,10.0,2.0,2.7,656.5,5.9,26.4,2.71,34.4,52.3,330.0,0,Normal
4324131,2,131,0.154,0.17,0.204,2.675,263.0,0.011,15,363,33.9,0.044,593.5,10.0,2.0,2.7,656.5,5.9,26.4,2.71,34.4,52.3,330.5,0,Normal
4325132,2,132,0.156,0.168,0.204,2.729,264.0,0.012,16,363,33.9,0.041,594.0,10.0,2.0,2.7,655.7,5.9,26.4,2.72,34.4,52.3,330.0,0,Normal
4326133,2,133,0.158,0.164,0.204,2.694,264.0,0.012,17,354,33.9,0.041,594.0,10.0,2.0,2.7,655.7,5.9,26.4,2.72,34.4,52.3,330.0,0,Normal
4327134,2,134,0.144,0.171,0.208,2.703,265.0,0.013500000000000002,18,354,33.9,0.042,595.0,10.0,2.0,2.7,655.4,5.9,26.4,2.71,34.3,52.4,330.0,0,Normal
4328135,2,135,0.148,0.166,0.197,2.713,264.0,0.012,18,354,33.9,0.042,595.0,10.0,2.0,2.7,655.4,5.9,26.4,2.71,34.3,52.4,331.0,0,Normal
4329136,2,136,0.154,0.172,0.214,2.714,264.0,0.013500000000000002,17,359,33.9,0.042,595.0,10.0,2.0,2.7,654.6,5.9,26.4,2.7,34.2,52.4,331.0,0,Normal
4330137,2,137,0.156,0.164,0.21,2.694,264.0,0.012,16,363,34.0,0.04,595.0,10.0,2.0,2.7,654.5,5.9,26.4,2.71,34.2,52.5,331.0,0,Normal
4331138,2,138,0.15,0.168,0.208,2.721,264.0,0.011,18,361,33.9,0.042,594.0,10.0,2.0,2.7,654.5,5.9,26.4,2.71,34.2,52.5,330.0,0,Normal
4332139,2,139,0.158,0.166,0.202,2.697,264.0,0.012,18,352,34.0,0.04,594.0,10.0,2.0,2.7,654.5,6.0,26.4,2.68,34.2,52.5,330.0,0,Normal
4333140,2,140,0.158,0.166,0.202,2.697,264.0,0.012,18,352,34.0,0.04,594.0,10.0,2.0,2.7,654.5,6.0,26.4,2.68,34.2,52.5,330.0,0,Normal
4334141,2,141,0.16,0.172,0.198,2.682,263.0,0.012,15,354,33.9,0.042,593.5,10.1,2.0,2.7,654.5,6.0,26.5,2.7,34.2,52.6,330.5,0,Normal
4335142,2,142,0.158,0.162,0.214,2.717,264.0,0.013,17,352,34.0,0.04,595.0,10.0,2.0,2.7,654.5,6.0,26.5,2.7,34.2,52.6,331.0,0,Normal
