id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Velocity_Avg,Pressure_Diff,Coolant_Temp_Range,Defect_Status,Defect_Type
4449256,2,256,0.154,0.172,0.208,2.697,265,0.012,17,354,34.0,0.04,596,10.1,2.0,2.7,642.8,6.6,26.7,2.69,35.2,50.2,0.17799999999999996,331,40,0,Normal
4450257,2,257,0.16,0.172,0.202,2.702,264,0.011,17,364,34.0,0.04,595,10.1,2.0,2.7,642.5,6.6,26.7,2.71,35.2,50.3,0.17800000000000002,331,40,0,Normal
4451258,2,258,0.156,0.174,0.196,2.701,265,0.013,17,364,34.0,0.04,595,10.1,2.0,2.7,642.5,6.6,26.7,2.71,35.2,50.3,0.17533333333333334,330,40,0,Normal
4452259,2,259,0.158,0.162,0.212,2.719,265,0.012,17,363,34.0,0.039,596,10.1,2.0,2.7,641.9,6.6,26.8,2.7,35.2,50.3,0.17733333333333334,331,40,0,Normal
4453260,2,260,0.154,0.162,0.212,2.675,264,0.014,17,355,34.0,0.039,594,10.1,2.0,2.7,641.9,6.6,26.8,2.7,35.2,50.3,0.17600000000000002,330,40,0,Normal
4454261,2,261,0.15,0.168,0.194,2.704,265,0.012,16,357,34.0,0.04,595,10.1,2.0,2.7,641.4,6.5,26.8,2.7,35.2,50.2,0.17066666666666666,330,40,0,Normal
4455262,2,262,0.157,0.163,0.208,2.704,265,0.012,17,355,34.0,0.039,595,10.1,2.0,2.7,641.4,6.5,26.8,2.7,35.2,50.2,0.17600000000000002,330,40,0,Normal
4456263,2,263,0.158,0.164,0.206,2.722,265,0.011,17,357,34.0,0.041,595,10.1,2.0,2.7,641.0,6.5,26.8,2.71,35.2,50.2,0.17600000000000002,330,40,0,Normal
4457264,2,264,0.158,0.162,0.192,2.677,264,0.012,17,357,33.9,0.037,595,10.1,2.0,2.7,640.7,6.5,26.8,2.73,35.2,50.1,0.17066666666666666,331,40,0,Normal
4458265,2,265,0.157,0.162,0.205,2.698,265,0.012,16,357,34.0,0.04,595,10.1,2.0,2.7,640.7,6.5,26.8,2.73,35.2,50.1,0.17466666666666666,330,40,0,Normal
4459266,2,266,0.156,0.163,0.206,2.698,264,0.012,16,357,34.0,0.042,595,10.1,2.0,2.7,640.4,6.4,26.8,2.7,35.2,50.1,0.17500000000000002,331,40,0,Normal
4460267,2,267,0.15,0.164,0.204,2.711,264,0.014,16,357,33.9,0.04,595,10.1,2.0,2.7,640.4,6.4,26.8,2.7,35.2,50.1,0.17266666666666666,331,40,0,Normal
4461268,2,268,0.16,0.168,0.198,2.714,264,0.013,16,355,34.0,0.037,595,10.1,2.0,2.7,640.4,6.4,26.8,2.71,35.2,50.3,0.17533333333333334,331,40,0,Normal
4462269,2,269,0.15,0.164,0.2,2.678,264,0.012,16,355,33.9,0.042,595,10.1,2.0,2.7,640.4,6.4,26.8,2.71,35.2,50.3,0.17133333333333334,331,40,0,Normal
4463270,2,270,0.158,0.166,0.202,2.716,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,640.6,6.4,26.8,2.69,35.2,50.8,0.17533333333333334,331,40,0,Normal
4464271,2,271,0.15,0.174,0.202,2.665,264,0.012,16,355,33.8,0.04,594,10.1,2.0,2.7,641.5,6.4,26.8,2.74,35.4,50.9,0.17533333333333334,330,40,0,Normal
4465272,2,272,0.152,0.174,0.203,2.709,265,0.011,17,355,33.9,0.039,595,10.1,2.0,2.7,641.5,6.4,26.8,2.74,35.4,50.9,0.17633333333333331,330,40,0,Normal
4466273,2,273,0.148,0.16,0.204,2.7,264,0.012,16,355,33.8,0.04,594,10.1,2.0,2.7,642.2,6.3,26.8,2.68,35.5,50.5,0.17066666666666666,330,40,0,Normal
4467274,2,274,0.16,0.162,0.2,2.716,264,0.013,16,355,33.8,0.04,594,10.1,2.0,2.7,642.2,6.3,26.8,2.68,35.5,50.5,0.17400000000000002,330,40,0,Normal
4468275,2,275,0.16,0.162,0.2,2.716,264,0.013,16,355,33.8,0.04,594,10.1,2.0,2.7,643.2,6.3,26.8,2.72,35.5,50.2,0.17400000000000002,330,40,0,Normal
4469276,2,276,0.156,0.17,0.2,2.701,264,0.012,17,355,33.9,0.04,594,10.1,2.0,2.7,643.2,6.3,26.8,2.72,35.5,50.2,0.17533333333333334,330,40,0,Normal
4470277,2,277,0.156,0.17,0.2,2.701,264,0.012,17,355,33.9,0.04,594,10.1,2.0,2.7,643.8,6.2,26.8,2.69,35.6,49.7,0.17533333333333334,330,40,0,Normal
4471278,2,278,0.154,0.173,0.198,2.682,264,0.011,16,355,34.0,0.04,595,10.1,2.0,2.7,643.8,6.2,26.8,2.69,35.6,49.7,0.17499999999999996,331,40,0,Normal
4472279,2,279,0.158,0.17,0.2,2.705,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,644.2,6.2,26.8,2.7,35.6,49.7,0.17600000000000002,331,40,0,Normal
4473280,2,280,0.15,0.164,0.2,2.715,264,0.012,17,354,34.0,0.04,595,10.1,2.0,2.7,645.3,6.1,26.8,2.68,35.6,49.8,0.17133333333333334,331,40,0,Normal
4474281,2,281,0.162,0.174,0.21,2.708,264,0.012,18,354,33.9,0.04,594,10.1,2.0,2.7,645.3,6.1,26.8,2.68,35.6,49.8,0.18199999999999997,330,40,0,Normal
4475282,2,282,0.149,0.172,0.198,2.689,264,0.012,17,354,33.9,0.04,594,10.1,2.0,2.7,645.9,6.1,26.8,2.68,35.7,49.8,0.17299999999999996,330,40,0,Normal
4476283,2,283,0.156,0.168,0.196,2.713,264,0.012,16,361,33.9,0.04,594,10.1,2.0,2.7,645.9,6.1,26.8,2.68,35.7,49.8,0.17333333333333334,330,40,0,Normal
4477284,2,284,0.158,0.168,0.2,2.697,264,0.012,18,361,34.0,0.04,595,10.1,2.0,2.7,647.0,6.1,26.8,2.69,35.7,49.6,0.17533333333333334,331,40,0,Normal
4478285,2,285,0.158,0.168,0.2,2.697,264,0.012,18,361,34.0,0.04,595,10.1,2.0,2.7,647.0,6.1,26.8,2.69,35.7,49.6,0.17533333333333334,331,40,0,Normal
4479286,2,286,0.157,0.162,0.2,2.71,264,0.013,17,355,33.9,0.042,594,10.0,2.0,2.7,647.6,6.1,26.8,2.71,35.8,49.3,0.17300000000000001,330,40,0,Normal
4480287,2,287,0.158,0.174,0.2,2.712,264,0.01,17,355,33.9,0.042,595,10.1,2.0,2.7,648.4,6.1,26.8,2.72,35.9,49.0,0.17733333333333334,331,40,0,Normal
4481288,2,288,0.142,0.172,0.204,2.706,264,0.012,17,355,33.9,0.04,595,10.1,2.0,2.7,648.4,6.1,26.8,2.72,35.9,49.0,0.17266666666666663,331,40,0,Normal
4482289,2,289,0.158,0.164,0.206,2.713,264,0.012,16,355,34.0,0.04,595,10.0,2.0,2.7,649.0,6.1,26.8,2.7,35.9,48.9,0.17600000000000002,331,40,0,Normal
4483290,2,290,0.16,0.164,0.192,2.712,264,0.012,17,355,33.9,0.039,594,10.0,2.0,2.7,649.0,6.1,26.8,2.7,35.9,48.9,0.17200000000000001,330,40,0,Normal
4484291,2,291,0.15,0.172,0.206,2.711,264,0.014,17,355,33.9,0.041,595,10.0,2.0,2.7,649.4,6.1,26.8,2.69,35.9,48.9,0.17599999999999996,331,40,0,Normal
4485292,2,292,0.158,0.166,0.2,2.672,264,0.011,17,357,33.9,0.041,594,10.1,2.0,2.7,649.4,6.1,26.8,2.69,35.9,48.9,0.17466666666666666,330,40,0,Normal
4486293,2,293,0.16,0.168,0.208,2.723,264,0.011,17,355,34.0,0.042,595,10.1,2.0,2.7,649.7,6.1,26.8,2.68,35.9,48.9,0.17866666666666667,331,40,0,Normal
4487294,2,294,0.158,0.162,0.19,2.713,265,0.012,18,355,33.9,0.041,595,10.0,2.0,2.7,650.4,6.1,26.8,2.72,35.9,48.8,0.17,330,40,0,Normal
4488295,2,295,0.155,0.162,0.198,2.706,264,0.012,17,355,33.9,0.04,594,10.0,2.0,2.7,650.4,6.1,26.8,2.72,35.9,48.8,0.17166666666666666,330,40,0,Normal
4489296,2,296,0.158,0.164,0.184,2.716,264,0.012,17,355,33.9,0.041,595,10.0,2.0,2.7,650.3,6.0,26.8,2.72,35.9,48.7,0.16866666666666666,331,40,0,Normal
4490297,2,297,0.154,0.172,0.204,2.698,264,0.011,17,357,33.9,0.039,595,10.0,2.0,2.7,650.3,6.0,26.8,2.72,35.9,48.7,0.17666666666666664,331,40,0,Normal
4491298,2,298,0.157,0.17,0.196,2.713,265,0.011,18,355,33.8,0.042,596,10.0,2.0,2.7,650.5,6.0,26.8,2.7,35.8,48.7,0.17433333333333334,331,40,0,Normal
4492299,2,299,0.146,0.17,0.206,2.683,264,0.012,17,355,33.8,0.042,595,10.0,2.0,2.7,650.5,6.0,26.8,2.7,35.8,48.7,0.17400000000000002,331,40,0,Normal
4493300,2,300,0.154,0.172,0.198,2.72,264,0.013,18,355,33.8,0.042,595,10.0,2.0,2.7,649.7,6.0,26.8,2.69,35.9,48.7,0.17466666666666666,331,40,0,Normal
4494301,2,301,0.15,0.166,0.2,2.698,265,0.012,17,355,33.8,0.039,595,10.0,2.0,2.7,649.3,6.0,26.8,2.73,35.9,48.7,0.17200000000000001,330,40,0,Normal
4495302,2,302,0.162,0.176,0.2,2.684,264,0.014,17,359,33.8,0.04,595,10.0,2.0,2.7,649.3,6.0,26.8,2.73,35.9,48.7,0.17933333333333334,331,40,0,Normal
4496303,2,303,0.16,0.172,0.2,2.698,265,0.012,17,355,33.9,0.039,595,10.0,2.0,2.7,648.6,6.0,26.8,2.7,35.9,48.7,0.17733333333333334,330,40,0,Normal
4497304,2,304,0.158,0.165,0.202,2.707,265,0.012,17,355,33.9,0.039,595,10.0,2.0,2.7,648.6,6.0,26.8,2.7,35.9,48.7,0.17500000000000002,330,40,0,Normal
4498305,2,305,0.156,0.172,0.2,2.705,264,0.012,16,355,33.9,0.04,595,10.0,2.0,2.7,648.1,6.0,26.8,2.68,35.9,48.6,0.17600000000000002,331,40,0,Normal
4499306,2,306,0.156,0.172,0.2,2.705,264,0.012,16,355,33.9,0.04,595,10.0,2.0,2.7,648.1,6.0,26.8,2.68,35.9,48.6,0.17600000000000002,331,40,0,Normal
4500307,2,307,0.156,0.164,0.198,2.704,264,0.012,17,355,33.9,0.04,595,10.0,2.0,2.7,647.9,5.9,26.8,2.69,35.9,48.7,0.17266666666666666,331,40,0,Normal
4501308,2,308,0.154,0.168,0.198,2.702,264,0.011,18,355,33.9,0.042,595,10.0,2.0,2.7,647.9,5.9,26.8,2.69,35.9,48.7,0.17333333333333334,331,40,0,Normal
4502309,2,309,0.147,0.17,0.203,2.713,264,0.012,17,354,34.0,0.04,595,10.0,2.0,2.7,647.9,6.0,26.8,2.69,35.8,48.7,0.17333333333333334,331,40,0,Normal
4503310,2,310,0.159,0.166,0.194,2.721,265,0.012,18,355,33.9,0.04,595,10.0,2.0,2.7,648.3,6.0,26.8,2.71,35.7,48.9,0.17300000000000001,330,40,0,Normal
4504311,2,311,0.16,0.164,0.2,2.721,264,0.013,17,355,33.9,0.04,594,10.0,2.0,2.7,648.3,6.0,26.8,2.71,35.7,48.9,0.17466666666666666,330,40,0,Normal
4505312,2,312,0.16,0.174,0.2,2.675,264,0.012,17,355,33.9,0.039,595,10.0,2.0,2.7,648.3,5.9,26.8,2.7,35.6,49.1,0.17800000000000002,331,40,0,Normal
4506313,2,313,0.142,0.174,0.194,2.718,264,0.011,17,355,33.9,0.039,594,10.0,2.0,2.7,648.3,5.9,26.8,2.7,35.6,49.1,0.17,330,40,0,Normal
4507314,2,314,0.146,0.17,0.2,2.718,265,0.012,18,355,34.0,0.041,596,10.0,2.0,2.7,648.8,5.9,26.8,2.72,35.6,49.3,0.17200000000000001,331,40,0,Normal
4508315,2,315,0.152,0.17,0.202,2.692,264,0.012,19,355,33.9,0.042,594,10.0,2.0,2.7,648.8,5.9,26.8,2.72,35.6,49.3,0.17466666666666666,330,40,0,Normal
4509316,2,316,0.157,0.162,0.206,2.71,265,0.012,20,355,33.9,0.042,596,10.0,2.0,2.7,649.2,5.9,26.8,2.72,35.6,49.4,0.17500000000000002,331,40,0,Normal
4510317,2,317,0.157,0.17,0.208,2.711,264,0.014,19,355,33.9,0.042,595,10.0,2.0,2.7,649.2,5.9,26.8,2.71,35.6,49.3,0.17833333333333334,331,40,0,Normal
4511318,2,318,0.157,0.17,0.208,2.711,264,0.014,19,355,33.9,0.042,595,10.0,2.0,2.7,649.2,5.9,26.8,2.71,35.6,49.3,0.17833333333333334,331,40,0,Normal
4512319,2,319,0.157,0.162,0.203,2.715,264,0.011,18,355,33.9,0.042,595,10.0,2.0,2.7,649.4,5.9,26.8,2.71,35.7,49.1,0.17400000000000002,331,40,0,Normal
4513320,2,320,0.157,0.162,0.203,2.715,264,0.011,18,355,33.9,0.042,595,10.0,2.0,2.7,649.4,5.9,26.8,2.71,35.7,49.1,0.17400000000000002,331,40,0,Normal
4514321,2,321,0.152,0.171,0.196,2.717,265,0.012,17,355,33.8,0.041,596,10.0,2.0,2.7,649.3,6.0,26.9,2.74,35.8,48.9,0.17300000000000001,331,40,0,Normal
4515322,2,322,0.152,0.174,0.19,2.7,264,0.012,18,355,33.8,0.039,594,10.0,2.0,2.7,649.3,6.0,26.9,2.74,35.8,48.9,0.17200000000000001,330,40,0,Normal
4516323,2,323,0.155,0.172,0.198,2.705,264,0.012,18,357,33.8,0.042,595,10.0,2.0,2.7,648.5,6.1,26.9,2.71,35.7,48.8,0.17499999999999996,331,40,0,Normal
4517324,2,324,0.154,0.17,0.2,2.703,264,0.012,18,357,33.9,0.04,594,10.1,2.0,2.7,648.4,6.1,26.9,2.71,35.7,48.6,0.17466666666666666,330,40,1,Other
4518325,2,325,0.152,0.166,0.21,2.713,265,0.011,19,354,33.8,0.041,595,10.1,2.0,2.7,648.4,6.1,26.9,2.71,35.7,48.6,0.17600000000000002,330,40,0,Normal
4519326,2,326,0.16,0.163,0.197,2.716,264,0.012,18,355,33.9,0.041,595,10.1,2.0,2.7,647.9,6.2,26.9,2.72,35.8,48.3,0.17333333333333334,331,40,0,Normal
4520327,2,327,0.158,0.16,0.208,2.71,264,0.011,18,354,33.9,0.042,595,10.1,2.0,2.7,647.9,6.2,26.9,2.72,35.8,48.3,0.17533333333333334,331,40,0,Normal
4521328,2,328,0.152,0.164,0.208,2.682,264,0.012,19,355,33.9,0.039,594,10.1,2.0,2.7,648.0,6.3,26.8,2.69,35.8,47.8,0.17466666666666666,330,40,0,Normal
4522329,2,329,0.152,0.162,0.194,2.683,264,0.012,18,355,34.0,0.04,595,10.1,2.0,2.7,648.0,6.3,26.8,2.69,35.8,47.8,0.16933333333333334,331,40,0,Normal
4523330,2,330,0.158,0.165,0.202,2.678,264,0.012,18,354,33.9,0.04,595,10.1,2.0,2.7,648.2,6.3,26.8,2.71,35.8,47.9,0.17500000000000002,331,40,1,Other
4524331,2,331,0.156,0.168,0.197,2.702,264,0.012,19,354,33.9,0.042,595,10.1,2.0,2.7,648.2,6.3,26.8,2.71,35.8,47.9,0.17366666666666666,331,40,1,Other
4525332,2,332,0.15,0.166,0.19,2.677,265,0.012,18,355,33.9,0.04,596,10.1,2.0,2.7,648.1,6.3,26.8,2.71,35.8,48.0,0.16866666666666666,331,40,0,Normal
4526333,2,333,0.152,0.17,0.203,2.707,265,0.012,18,354,33.9,0.042,596,10.1,2.0,2.7,648.1,6.2,26.8,2.7,35.8,48.1,0.17500000000000002,331,40,1,Other
4527334,2,334,0.158,0.172,0.196,2.71,264,0.012,18,355,33.9,0.041,595,10.1,2.0,2.7,648.1,6.2,26.8,2.7,35.8,48.1,0.17533333333333334,331,40,0,Normal
4528335,2,335,0.148,0.17,0.196,2.692,265,0.011,15,354,46.0,0.039,595,10.1,2.0,2.7,647.8,6.2,26.8,2.69,35.8,48.1,0.17133333333333334,330,40,0,Normal
4529336,2,336,0.15,0.163,0.21,2.707,265,0.012,18,364,33.9,0.041,596,10.1,2.0,2.7,647.4,6.2,26.8,2.68,35.8,48.1,0.17433333333333334,331,40,0,Normal
4530337,2,337,0.156,0.164,0.194,2.694,264,0.012,17,363,33.9,0.04,595,10.1,2.0,2.7,647.4,6.2,26.8,2.68,35.8,48.1,0.17133333333333334,331,40,0,Normal
4531338,2,338,0.156,0.17,0.198,2.718,265,0.014,17,364,34.0,0.041,596,10.1,2.0,2.7,647.0,6.2,26.8,2.68,35.8,48.1,0.17466666666666666,331,40,1,Other
4532339,2,339,0.158,0.164,0.198,2.677,264,0.012,18,355,33.8,0.04,594,10.1,2.0,2.7,647.0,6.2,26.8,2.68,35.8,48.1,0.17333333333333334,330,40,0,Normal
4533340,2,340,0.147,0.172,0.202,2.682,265,0.012,19,354,33.9,0.04,595,10.1,2.0,2.7,646.4,6.2,26.9,2.7,35.8,48.3,0.17366666666666664,330,40,0,Normal
4534341,2,341,0.158,0.168,0.192,2.688,265,0.012,21,354,33.9,0.041,596,10.1,2.0,2.7,646.4,6.2,26.9,2.7,35.8,48.3,0.17266666666666666,331,40,0,Normal
4535342,2,342,0.152,0.164,0.194,2.675,265,0.012,21,354,33.9,0.042,595,10.1,2.0,2.7,646.0,6.2,26.8,2.69,35.9,48.4,0.17,330,40,1,Other
4536343,2,343,0.158,0.162,0.2,2.68,264,0.012,21,366,34.0,0.042,595,10.1,2.0,2.7,646.0,6.2,26.8,2.69,35.9,48.4,0.17333333333333334,331,40,0,Normal
4537344,2,344,0.154,0.172,0.189,2.707,265,0.014,21,366,33.9,0.042,596,10.1,2.0,2.7,645.5,6.1,26.9,2.67,35.9,48.4,0.17166666666666663,331,40,0,Normal
4538345,2,345,0.157,0.166,0.198,2.696,265,0.011,21,366,33.9,0.042,596,10.1,2.0,2.7,644.9,6.1,26.9,2.7,35.9,48.2,0.17366666666666666,331,40,0,Normal
4539346,2,346,0.15,0.168,0.204,2.704,265,0.012,21,355,33.8,0.042,596,10.1,2.0,2.7,644.9,6.1,26.9,2.7,35.9,48.2,0.17400000000000002,331,40,0,Normal
4540347,2,347,0.158,0.17,0.2,2.713,265,0.012,20,355,33.9,0.041,596,10.1,2.0,2.7,644.4,6.1,26.9,2.71,36.0,48.0,0.17600000000000002,331,40,0,Normal
4541348,2,348,0.148,0.168,0.208,2.688,264,0.012,21,354,33.8,0.04,595,10.1,2.0,2.7,644.4,6.1,26.9,2.71,36.0,48.0,0.17466666666666666,331,40,0,Normal
4542349,2,349,0.16,0.168,0.198,2.701,265,0.011,20,354,33.8,0.042,595,10.1,2.0,2.7,644.5,6.1,26.8,2.71,35.9,47.9,0.17533333333333334,330,40,1,Short_Shot
4543350,2,350,0.152,0.172,0.202,2.71,264,0.012,21,355,33.8,0.042,595,10.1,2.0,2.7,644.5,6.1,26.8,2.71,35.9,47.9,0.17533333333333334,331,40,1,Other
4544351,2,351,0.152,0.163,0.208,2.705,264,0.012,20,355,33.8,0.041,595,10.1,2.0,2.7,644.1,6.1,26.9,2.67,35.9,47.8,0.17433333333333334,331,40,0,Normal
4545352,2,352,0.158,0.17,0.196,2.707,265,0.012,19,354,33.9,0.041,596,10.1,2.0,2.7,643.4,6.2,26.8,2.67,35.9,47.8,0.17466666666666666,331,40,0,Normal
4546353,2,353,0.146,0.172,0.196,2.7,265,0.012,20,354,33.8,0.042,595,10.1,2.0,2.7,643.4,6.2,26.8,2.67,35.9,47.8,0.17133333333333334,330,40,0,Normal
4547354,2,354,0.156,0.174,0.202,2.706,265,0.012,19,355,33.9,0.039,596,10.1,2.0,2.7,642.9,6.2,26.8,2.7,35.9,47.7,0.17733333333333334,331,40,1,Other
4548355,2,355,0.158,0.171,0.206,2.696,265,0.014,21,354,33.9,0.042,596,10.1,2.0,2.7,642.9,6.2,26.8,2.7,35.9,47.7,0.17833333333333334,331,40,0,Normal
4549356,2,356,0.156,0.17,0.202,2.705,265,0.012,19,355,33.9,0.041,596,10.1,2.0,2.7,642.6,6.2,26.8,2.69,35.8,47.8,0.17600000000000002,331,40,0,Normal
4550357,2,357,0.156,0.165,0.196,2.713,265,0.014,18,357,34.0,0.041,596,10.1,2.0,2.7,642.6,6.2,26.8,2.69,35.8,47.8,0.17233333333333334,331,40,0,Normal
4551358,2,358,0.142,0.17,0.19,2.657,264,0.014,19,354,33.8,0.041,595,10.1,2.0,2.7,642.3,6.1,26.8,2.68,35.8,47.8,0.16733333333333333,331,40,0,Normal
4552359,2,359,0.144,0.173,0.2,2.717,265,0.011,18,354,33.9,0.042,596,10.1,2.0,2.7,641.9,6.1,26.8,2.7,35.9,47.9,0.1723333333333333,331,40,0,Normal
4553360,2,360,0.144,0.173,0.2,2.717,265,0.011,18,354,33.9,0.042,596,10.1,2.0,2.7,641.9,6.1,26.8,2.7,35.9,47.9,0.1723333333333333,331,40,0,Normal
4554361,2,361,0.16,0.162,0.202,2.718,265,0.012,20,364,33.9,0.042,595,10.1,2.0,2.7,641.6,6.1,26.8,2.71,36.0,48.1,0.17466666666666666,330,40,0,Normal
4555362,2,362,0.16,0.162,0.202,2.718,265,0.012,20,364,33.9,0.042,595,10.1,2.0,2.7,641.6,6.1,26.8,2.71,36.0,48.1,0.17466666666666666,330,40,0,Normal
4556363,2,363,0.155,0.173,0.198,2.685,265,0.009,19,364,33.9,0.04,596,10.1,2.0,2.7,641.6,6.1,26.8,2.72,36.0,48.0,0.17533333333333334,331,40,0,Normal
4557364,2,364,0.158,0.168,0.198,2.705,265,0.012,19,364,33.9,0.042,596,10.0,2.0,2.7,641.6,6.1,26.8,2.72,36.0,48.0,0.17466666666666666,331,40,1,Other
4558365,2,365,0.156,0.166,0.204,2.696,265,0.012,19,355,33.9,0.04,595,10.0,2.0,2.7,642.1,6.1,26.9,2.7,36.0,47.8,0.17533333333333334,330,40,0,Normal
4559366,2,366,0.147,0.162,0.195,2.671,265,0.012,17,357,33.9,0.04,595,10.0,2.0,2.7,642.1,6.1,26.9,2.7,36.0,47.8,0.168,330,40,1,Other
4560367,2,367,0.16,0.166,0.208,2.7,265,0.012,17,355,33.8,0.039,595,10.0,2.0,2.7,642.2,6.0,26.9,2.71,36.1,47.5,0.17800000000000002,330,40,0,Normal
4561368,2,368,0.156,0.168,0.204,2.706,264,0.012,18,355,33.8,0.04,594,10.0,2.0,2.7,642.9,5.9,26.9,2.69,36.2,47.3,0.17600000000000002,330,40,1,Short_Shot
4562369,2,369,0.16,0.172,0.2,2.701,265,0.012,19,355,33.9,0.042,596,10.0,2.0,2.7,642.9,5.9,26.9,2.69,36.2,47.3,0.17733333333333334,331,40,1,Other
4563370,2,370,0.16,0.174,0.203,2.7,265,0.012,16,355,33.8,0.04,596,10.0,2.0,2.7,643.4,5.9,26.9,2.7,36.3,47.2,0.17899999999999996,331,40,0,Normal
4564371,2,371,0.15,0.163,0.2,2.699,265,0.012,20,355,33.9,0.042,595,10.0,2.0,2.7,643.4,5.9,26.9,2.7,36.3,47.2,0.171,330,40,0,Normal
4565372,2,372,0.15,0.163,0.2,2.699,265,0.012,20,355,33.9,0.042,595,10.0,2.0,2.7,643.9,5.8,26.9,2.71,36.4,47.1,0.171,330,40,0,Normal
4566373,2,373,0.158,0.168,0.206,2.714,265,0.012,20,355,33.8,0.041,596,10.0,2.0,2.7,643.9,5.8,26.9,2.71,36.4,47.1,0.17733333333333334,331,40,0,Normal
4567374,2,374,0.16,0.166,0.204,2.703,265,0.011,20,354,33.8,0.041,595,10.0,2.0,2.7,644.2,5.8,26.9,2.7,36.4,46.9,0.17666666666666667,330,40,0,Normal
4568375,2,375,0.158,0.173,0.202,2.687,265,0.011,20,354,33.8,0.042,596,10.0,2.0,2.7,644.4,5.7,26.9,2.7,36.4,46.8,0.17766666666666664,331,40,0,Normal
4569376,2,376,0.15,0.162,0.197,2.691,265,0.012,20,354,33.8,0.042,596,10.0,2.0,2.7,644.4,5.7,26.9,2.7,36.4,46.8,0.16966666666666666,331,40,0,Normal
4570377,2,377,0.158,0.168,0.202,2.681,265,0.012,19,364,33.7,0.042,595,10.0,2.0,2.7,643.8,5.7,26.9,2.67,36.4,46.9,0.17600000000000002,330,40,0,Normal
4571378,2,378,0.152,0.171,0.202,2.696,265,0.012,17,364,33.6,0.04,596,10.0,2.0,2.7,643.8,5.7,26.9,2.67,36.4,46.9,0.17500000000000002,331,40,0,Normal
4572379,2,379,0.156,0.162,0.198,2.723,264,0.012,15,364,33.7,0.042,595,10.0,2.0,2.7,643.7,5.6,26.9,2.7,36.4,46.9,0.17200000000000001,331,40,0,Normal
4573380,2,380,0.157,0.17,0.204,2.695,265,0.012,16,355,33.7,0.04,595,10.0,2.0,2.7,643.7,5.6,26.9,2.7,36.4,46.9,0.17700000000000002,330,40,0,Normal
4574381,2,381,0.149,0.172,0.198,2.732,265,0.012,14,355,33.8,0.04,595,10.0,2.0,2.7,643.4,5.6,26.9,2.69,36.4,47.0,0.17299999999999996,330,40,0,Normal
4575382,2,382,0.162,0.174,0.194,2.715,265,0.012,16,354,33.8,0.04,596,10.0,2.0,2.7,643.4,5.6,26.9,2.69,36.4,47.0,0.17666666666666667,331,40,0,Normal
4576383,2,383,0.16,0.166,0.202,2.702,265,0.012,15,354,33.7,0.04,596,10.0,2.0,2.7,643.4,5.6,26.9,2.72,36.4,47.0,0.17600000000000002,331,40,0,Normal
4577384,2,384,0.156,0.174,0.202,2.707,265,0.011,20,354,33.8,0.042,595,10.0,2.0,2.7,643.6,5.5,27.0,2.72,36.4,47.1,0.17733333333333334,330,40,0,Normal
4578385,2,385,0.158,0.164,0.2,2.7,265,0.012,21,368,33.7,0.042,595,10.0,2.0,2.7,643.6,5.5,27.0,2.72,36.4,47.1,0.17400000000000002,330,40,0,Normal
4579386,2,386,0.158,0.166,0.2,2.704,265,0.012,21,368,33.8,0.042,596,10.0,2.0,2.7,643.6,5.5,27.0,2.71,36.5,47.2,0.17466666666666666,331,40,0,Normal
4580387,2,387,0.158,0.172,0.206,2.663,265,0.011,24,366,33.8,0.043,596,10.0,2.0,2.7,643.6,5.5,27.0,2.71,36.5,47.2,0.17866666666666664,331,40,0,Normal
4581388,2,388,0.15,0.166,0.2,2.702,265,0.011,21,359,33.8,0.042,595,10.0,2.0,2.7,643.0,5.4,27.0,2.7,36.7,47.0,0.17200000000000001,330,40,0,Normal
4582389,2,389,0.146,0.165,0.202,2.714,265,0.012,20,357,33.8,0.041,596,10.0,2.0,2.7,643.0,5.4,27.0,2.7,36.7,47.0,0.171,331,40,0,Normal
4583390,2,390,0.148,0.174,0.202,2.681,264,0.012,20,357,33.7,0.04,595,10.0,2.0,2.7,643.0,5.4,27.0,2.7,36.7,46.8,0.17466666666666666,331,40,0,Normal
4584391,2,391,0.158,0.17,0.214,2.72,264,0.012,20,355,33.8,0.041,595,10.0,2.0,2.7,643.0,5.3,27.0,2.71,36.7,46.6,0.18066666666666667,331,40,0,Normal
4585392,2,392,0.15,0.173,0.188,2.72,265,0.012,19,357,33.7,0.042,596,10.0,2.0,2.7,643.0,5.3,27.0,2.71,36.7,46.6,0.1703333333333333,331,40,0,Normal
4586393,2,393,0.154,0.17,0.2,2.722,265,0.011,19,355,33.8,0.042,596,10.0,2.0,2.7,643.0,5.3,27.0,2.72,36.7,46.7,0.17466666666666666,331,40,0,Normal
4587394,2,394,0.157,0.162,0.2,2.732,265,0.012,19,357,33.7,0.041,596,10.0,2.0,2.7,643.0,5.3,27.0,2.72,36.7,46.7,0.17300000000000001,331,40,0,Normal
