Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Pressure_Difference,Pressure_Difference_Ratio,Velocity_2-1,Velocity_3-2,Velocity_High-3,Velocity_Max-Min,Defect_Status,Defect_Type
2,583,0.15,0.17,0.204,2.683,264.0,0.012,17,361,34.0,0.04,594.0,10.1,2.0,2.7,668.5,7.0,27.5,2.71,35.9,53.9,330,2.25,0.02,0.0339999999999999,2.479,2.533,0,Normal
2,584,0.156,0.176,0.208,2.682,265.0,0.012,15,361,33.9,0.038,596.0,10.1,2.0,2.7,668.5,6.9,27.5,2.7,35.9,53.7,331,2.249056603773585,0.0199999999999999,0.032,2.474,2.526,0,Normal
2,585,0.156,0.176,0.208,2.682,265.0,0.012,15,361,33.9,0.038,596.0,10.1,2.0,2.7,668.6,7.0,27.6,2.69,35.9,53.5,331,2.249056603773585,0.0199999999999999,0.032,2.474,2.526,0,Normal
2,586,0.155,0.17,0.206,2.683,265.0,0.011,16,361,34.0,0.042,595.0,10.1,2.0,2.7,668.6,7.0,27.6,2.69,35.9,53.5,330,2.2452830188679247,0.015,0.0359999999999999,2.477,2.528,0,Normal
2,587,0.16,0.165,0.202,2.671,264.0,0.009,17,361,34.0,0.041,595.0,10.1,2.0,2.7,668.6,6.9,27.6,2.69,35.8,53.6,331,2.253787878787879,0.005,0.037,2.469,2.511,0,Normal
2,588,0.16,0.164,0.208,2.693,265.0,0.011,16,363,34.0,0.04,596.0,10.1,2.0,2.7,668.6,6.9,27.6,2.69,35.8,53.6,331,2.249056603773585,0.004,0.0439999999999999,2.485,2.533,1,Other
2,589,0.156,0.165,0.206,2.696,263.0,0.012,15,363,34.0,0.041,593.5,10.1,2.0,2.7,668.5,6.9,27.6,2.71,35.8,53.5,329,2.250950570342205,0.009,0.0409999999999999,2.49,2.54,1,Other
2,590,0.155,0.171,0.206,2.679,263.0,0.01,14,363,34.0,0.044,593.5,10.1,2.0,2.7,668.5,6.9,27.6,2.71,35.8,53.5,330,2.2547528517110265,0.016,0.0349999999999999,2.473,2.524,1,Blow_Hole
2,591,0.158,0.17,0.202,2.717,265.0,0.012,16,363,34.1,0.04,595.0,10.1,2.0,2.7,668.6,6.9,27.6,2.7,35.8,53.4,330,2.2452830188679247,0.012,0.032,2.515,2.559,0,Normal
2,592,0.156,0.163,0.208,2.714,265.0,0.012,16,363,34.1,0.04,596.0,10.1,2.0,2.7,668.7,6.9,27.5,2.7,35.8,53.5,331,2.249056603773585,0.007,0.0449999999999999,2.506,2.558,0,Normal
2,593,0.15,0.174,0.212,2.72,265.0,0.012,16,363,34.1,0.038,596.0,10.1,2.0,2.7,668.7,6.9,27.5,2.7,35.8,53.5,331,2.249056603773585,0.0239999999999999,0.038,2.508,2.5700000000000003,0,Normal
2,594,0.152,0.164,0.2,2.713,265.0,0.012,17,363,34.1,0.04,595.0,10.1,2.0,2.7,669.3,6.9,27.5,2.69,35.8,53.5,330,2.2452830188679247,0.012,0.036,2.513,2.561,0,Normal
2,595,0.143,0.158,0.205,2.72,265.0,0.011,17,364,34.1,0.037,596.0,10.1,2.0,2.7,669.3,6.9,27.5,2.69,35.8,53.5,331,2.249056603773585,0.016,0.0469999999999999,2.515,2.5780000000000003,0,Normal
2,596,0.144,0.162,0.208,2.677,265.0,0.011,17,364,34.1,0.04,596.0,10.1,2.0,2.7,669.4,6.9,27.6,2.71,35.7,53.6,331,2.249056603773585,0.018,0.0459999999999999,2.469,2.533,0,Normal
2,597,0.162,0.166,0.208,2.716,265.0,0.012,17,366,34.1,0.04,596.0,10.1,2.0,2.7,669.4,6.9,27.6,2.71,35.7,53.6,331,2.249056603773585,0.004,0.0419999999999999,2.508,2.5540000000000003,0,Normal
2,598,0.158,0.172,0.206,2.696,265.0,0.01,17,364,34.0,0.04,596.0,10.1,2.0,2.7,669.8,7.0,27.6,2.7,35.7,53.6,331,2.249056603773585,0.0139999999999999,0.034,2.49,2.5380000000000003,0,Normal
2,599,0.16,0.164,0.206,2.694,265.0,0.012,18,364,34.0,0.04,596.0,10.1,2.0,2.7,670.4,6.9,27.5,2.71,35.6,53.7,331,2.249056603773585,0.004,0.0419999999999999,2.488,2.534,0,Normal
2,600,0.158,0.17,0.202,2.691,265.0,0.011,18,364,34.0,0.04,595.0,10.1,2.0,2.7,670.4,6.9,27.5,2.71,35.6,53.7,330,2.2452830188679247,0.012,0.032,2.489,2.533,0,Normal
2,601,0.156,0.168,0.206,2.706,265.0,0.012,19,366,34.0,0.041,595.0,10.1,2.0,2.7,670.8,6.9,27.5,2.67,35.5,53.8,330,2.2452830188679247,0.012,0.0379999999999999,2.5,2.55,0,Normal
2,602,0.146,0.168,0.204,2.715,265.0,0.014,17,366,34.0,0.04,596.0,10.1,2.0,2.7,670.8,6.9,27.5,2.67,35.5,53.8,331,2.249056603773585,0.022,0.0359999999999999,2.511,2.569,0,Normal
2,603,0.149,0.16,0.206,2.682,265.0,0.012,19,366,33.9,0.04,596.0,10.1,2.0,2.7,671.2,6.9,27.5,2.68,35.5,53.9,331,2.249056603773585,0.011,0.0459999999999999,2.476,2.533,1,Other
2,604,0.16,0.162,0.206,2.668,265.0,0.013,18,368,33.9,0.04,595.0,10.1,2.0,2.7,671.2,6.9,27.5,2.68,35.5,53.9,330,2.2452830188679247,0.002,0.0439999999999999,2.462,2.508,0,Normal
2,605,0.154,0.17,0.206,2.703,265.0,0.012,18,368,34.0,0.04,595.0,10.1,2.0,2.7,671.4,6.9,27.6,2.7,35.5,54.0,330,2.2452830188679247,0.016,0.0359999999999999,2.497,2.549,0,Normal
2,606,0.157,0.16,0.204,2.719,265.0,0.011,17,368,33.9,0.04,597.0,10.1,2.0,2.7,671.5,7.0,27.6,2.7,35.5,54.3,332,2.252830188679245,0.003,0.0439999999999999,2.515,2.562,0,Normal
2,607,0.157,0.171,0.204,2.705,265.0,0.012,17,368,33.9,0.04,597.0,10.1,2.0,2.7,671.5,7.0,27.6,2.7,35.5,54.3,332,2.252830188679245,0.014,0.0329999999999999,2.501,2.548,0,Normal
2,608,0.155,0.168,0.204,2.705,264.0,0.012,17,368,34.0,0.04,595.0,10.1,2.0,2.7,670.8,6.9,27.5,2.69,35.5,54.6,331,2.253787878787879,0.013,0.0359999999999999,2.501,2.5500000000000003,0,Normal
2,609,0.156,0.17,0.208,2.697,264.0,0.012,19,368,34.0,0.04,595.0,10.1,2.0,2.7,670.8,6.9,27.5,2.69,35.5,54.6,331,2.253787878787879,0.014,0.0379999999999999,2.489,2.541,0,Normal
2,610,0.143,0.173,0.205,2.692,265.0,0.012,16,368,33.9,0.04,596.0,10.1,2.0,2.7,670.4,6.9,27.6,2.7,35.5,55.1,331,2.249056603773585,0.031,0.032,2.487,2.5500000000000003,0,Normal
2,611,0.158,0.164,0.204,2.708,265.0,0.012,19,368,34.0,0.04,595.0,10.1,2.0,2.7,670.4,6.9,27.6,2.7,35.5,55.1,330,2.2452830188679247,0.006,0.0399999999999999,2.504,2.5500000000000003,0,Normal
2,612,0.162,0.165,0.208,2.686,265.0,0.011,19,368,33.9,0.04,597.0,10.1,2.0,2.7,669.5,7.0,27.6,2.71,35.5,55.7,332,2.252830188679245,0.003,0.0429999999999999,2.478,2.524,1,Blow_Hole
2,613,0.16,0.172,0.21499999999999997,2.704,265.0,0.012,18,370,33.9,0.042,595.0,10.1,2.0,2.7,669.0,6.9,27.6,2.69,35.4,55.9,330,2.2452830188679247,0.0119999999999999,0.044,2.488,2.544,1,Other
2,614,0.16,0.172,0.21499999999999997,2.704,265.0,0.012,18,370,33.9,0.042,595.0,10.1,2.0,2.7,669.0,6.9,27.6,2.69,35.4,55.9,330,2.2452830188679247,0.0119999999999999,0.044,2.488,2.544,0,Normal
2,615,0.158,0.162,0.198,2.698,265.0,0.012,18,370,33.9,0.041,595.0,10.1,2.0,2.7,668.7,7.0,27.6,2.69,35.4,55.9,330,2.2452830188679247,0.004,0.036,2.5,2.54,0,Normal
2,616,0.156,0.166,0.202,2.679,264.0,0.012,19,370,34.0,0.039,594.0,10.1,2.0,2.7,668.7,7.0,27.6,2.69,35.4,55.9,330,2.25,0.01,0.036,2.477,2.523,0,Normal
2,617,0.157,0.164,0.211,2.69,265.0,0.01,19,370,34.0,0.04,596.0,10.1,2.0,2.7,668.6,6.9,27.6,2.7,35.4,55.9,331,2.249056603773585,0.007,0.0469999999999999,2.479,2.533,0,Normal
2,618,0.16,0.164,0.202,2.685,264.0,0.012,19,370,34.1,0.04,595.0,10.1,2.0,2.7,668.6,6.9,27.6,2.7,35.4,55.9,331,2.253787878787879,0.004,0.038,2.483,2.525,0,Normal
2,619,0.152,0.166,0.208,2.674,265.0,0.011,19,370,34.0,0.04,595.0,10.1,2.0,2.7,669.0,6.9,27.6,2.71,35.3,56.2,330,2.2452830188679247,0.014,0.0419999999999999,2.466,2.522,0,Normal
2,620,0.158,0.168,0.202,2.677,265.0,0.012,18,370,34.1,0.039,596.0,10.1,2.0,2.7,669.0,6.9,27.6,2.71,35.3,56.2,331,2.249056603773585,0.01,0.034,2.475,2.519,0,Normal
2,621,0.158,0.166,0.202,2.709,265.0,0.012,18,370,34.1,0.04,596.0,10.1,2.0,2.7,669.5,6.9,27.6,2.7,35.3,56.4,331,2.249056603773585,0.008,0.036,2.507,2.551,0,Normal
2,622,0.158,0.164,0.208,2.673,265.0,0.012,18,370,34.0,0.04,596.0,10.1,2.0,2.7,669.7,6.9,27.5,2.71,35.3,56.4,331,2.249056603773585,0.006,0.0439999999999999,2.465,2.515,0,Normal
2,623,0.158,0.166,0.202,2.714,265.0,0.012,17,372,34.0,0.04,595.0,10.1,2.0,2.7,669.7,6.9,27.5,2.71,35.3,56.4,330,2.2452830188679247,0.008,0.036,2.512,2.556,0,Normal
2,0,0.156,0.17,0.208,2.533,265.0,0.012,16,355,33.9,0.034,596.0,10.1,2.0,2.7,678.1,6.9,26.0,2.78,30.7,66.0,331,2.249056603773585,0.014,0.0379999999999999,2.325,2.377,1,Blow_Hole
2,1,0.156,0.17,0.208,2.533,265.0,0.012,16,355,33.9,0.034,596.0,10.1,2.0,2.7,677.4,6.9,26.0,2.76,30.6,66.0,331,2.249056603773585,0.014,0.0379999999999999,2.325,2.377,0,Normal
2,2,0.149,0.174,0.204,2.506,264.0,0.012,16,357,33.9,0.042,595.0,10.0,2.0,2.7,677.4,6.9,26.0,2.76,30.6,66.0,331,2.253787878787879,0.0249999999999999,0.03,2.302,2.357,0,Normal
2,3,0.144,0.164,0.203,2.529,264.0,0.012,14,361,33.9,0.036,593.5,10.0,2.0,2.7,676.4,6.9,26.0,2.72,30.6,66.1,329,2.246212121212121,0.02,0.039,2.326,2.385,1,Blow_Hole
2,4,0.158,0.16,0.204,2.506,265.0,0.012,15,361,33.9,0.041,596.0,10.0,2.0,2.7,676.4,6.9,26.0,2.72,30.6,66.1,331,2.249056603773585,0.002,0.0439999999999999,2.302,2.348,1,Blow_Hole
2,5,0.158,0.164,0.204,2.499,264.0,0.012,16,359,33.9,0.034,595.0,10.1,2.0,2.7,675.9,6.9,26.0,2.74,30.6,66.1,331,2.253787878787879,0.006,0.0399999999999999,2.295,2.341,0,Normal
2,6,0.16,0.17,0.212,2.519,264.0,0.012,16,359,34.0,0.041,595.0,10.0,2.0,2.7,675.9,6.9,26.0,2.74,30.6,66.1,331,2.253787878787879,0.01,0.0419999999999999,2.307,2.359,1,Blow_Hole
2,7,0.162,0.166,0.21,2.521,262.5,0.012,14,359,34.0,0.036,593.5,10.0,2.0,2.7,675.3,6.8,26.0,2.76,30.7,66.1,327,2.248091603053436,0.004,0.0439999999999999,2.311,2.359,0,Normal
2,8,0.158,0.168,0.202,2.526,263.0,0.012,14,361,34.0,0.033,593.5,10.0,2.0,2.7,674.8,6.8,25.9,2.74,30.7,66.2,328,2.247148288973384,0.01,0.034,2.324,2.368,1,Blow_Hole
2,9,0.158,0.174,0.204,2.519,265.0,0.012,16,361,34.0,0.041,595.0,10.0,2.0,2.7,674.8,6.8,25.9,2.74,30.7,66.2,330,2.2452830188679247,0.0159999999999999,0.03,2.315,2.361,1,Blow_Hole
2,10,0.15,0.164,0.203,2.534,265.0,0.012,16,359,34.0,0.041,596.0,10.0,2.0,2.7,674.6,6.7,26.0,2.74,30.7,66.2,331,2.249056603773585,0.014,0.039,2.331,2.384,1,Blow_Hole
2,11,0.16,0.17,0.204,2.544,265.0,0.012,15,361,34.0,0.041,595.0,10.0,2.0,2.7,674.6,6.7,26.0,2.74,30.7,66.2,330,2.2452830188679247,0.01,0.0339999999999999,2.34,2.384,1,Short_Shot
2,12,0.158,0.162,0.202,2.509,265.0,0.011,14,361,34.0,0.041,596.0,10.0,2.0,2.7,674.5,6.6,26.0,2.74,30.8,66.0,331,2.249056603773585,0.004,0.04,2.307,2.351,1,Short_Shot
2,13,0.158,0.162,0.202,2.509,265.0,0.011,14,361,34.0,0.041,596.0,10.0,2.0,2.7,674.5,6.6,26.0,2.74,30.8,66.0,331,2.249056603773585,0.004,0.04,2.307,2.351,1,Short_Shot
2,14,0.16,0.17,0.202,2.526,262.5,0.011,14,364,34.0,0.045,593.5,10.0,2.0,2.7,674.5,6.5,25.9,2.73,30.9,66.0,309,2.251012145748988,0.01,0.032,2.324,2.366,1,Blow_Hole
2,15,0.16,0.17,0.202,2.526,262.5,0.011,14,364,34.0,0.045,593.5,10.0,2.0,2.7,674.6,6.4,26.0,2.74,30.9,66.0,309,2.251012145748988,0.01,0.032,2.324,2.366,0,Normal
2,19,0.16,0.164,0.202,2.528,264.0,0.011,19,350,34.0,0.035,595.0,10.0,2.0,2.7,669.7,6.5,25.9,2.73,31.0,65.3,331,2.253787878787879,0.004,0.038,2.326,2.368,1,Blow_Hole
2,20,0.156,0.164,0.2,2.495,265.0,0.011,18,352,33.9,0.035,596.0,10.0,2.0,2.7,669.7,6.5,25.9,2.73,31.0,65.3,331,2.249056603773585,0.008,0.036,2.295,2.339,0,Normal
2,21,0.158,0.168,0.204,2.514,265.0,0.012,20,354,34.0,0.037,595.0,10.0,2.0,2.7,668.4,6.4,25.9,2.75,31.0,65.2,330,2.2452830188679247,0.01,0.0359999999999999,2.31,2.356,0,Normal
2,22,0.147,0.174,0.202,2.498,265.0,0.012,19,357,33.9,0.036,595.0,10.0,2.0,2.7,667.5,6.3,25.9,2.72,30.9,65.3,330,2.2452830188679247,0.0269999999999999,0.028,2.2960000000000003,2.3510000000000004,0,Normal
2,23,0.148,0.172,0.212,2.519,265.0,0.011,19,357,34.0,0.036,596.0,10.0,2.0,2.7,667.5,6.3,25.9,2.72,30.9,65.3,331,2.249056603773585,0.0239999999999999,0.04,2.307,2.371,1,Blow_Hole
2,24,0.147,0.166,0.212,2.509,265.0,0.011,19,359,33.9,0.035,596.0,10.0,2.0,2.7,666.7,6.3,26.0,2.73,30.9,65.4,331,2.249056603773585,0.019,0.0459999999999999,2.297,2.362,0,Normal
2,25,0.152,0.168,0.2,2.507,265.0,0.012,19,363,33.9,0.035,595.0,10.0,2.0,2.7,666.7,6.3,26.0,2.73,30.9,65.4,330,2.2452830188679247,0.016,0.032,2.307,2.355,0,Normal
2,26,0.152,0.17,0.206,2.524,265.0,0.012,18,363,34.0,0.035,595.0,10.0,2.0,2.7,666.5,6.2,25.9,2.72,30.9,65.6,330,2.2452830188679247,0.018,0.0359999999999999,2.318,2.372,1,Blow_Hole
2,27,0.154,0.172,0.206,2.524,265.0,0.011,17,364,33.9,0.036,596.0,10.0,2.0,2.7,666.5,6.2,25.9,2.72,30.9,65.6,331,2.249056603773585,0.0179999999999999,0.034,2.318,2.37,0,Normal
2,28,0.143,0.174,0.208,2.526,265.0,0.012,17,366,33.9,0.034,595.0,10.0,2.0,2.7,665.7,6.2,26.0,2.74,30.9,65.8,330,2.2452830188679247,0.0339999999999999,0.034,2.318,2.386,1,Blow_Hole
2,29,0.158,0.17,0.206,2.534,265.0,0.011,16,368,33.9,0.035,596.0,10.0,2.0,2.7,665.2,6.1,26.0,2.73,30.9,65.8,331,2.249056603773585,0.012,0.0359999999999999,2.328,2.376,0,Normal
2,30,0.154,0.174,0.205,2.529,265.0,0.012,16,368,33.9,0.035,595.0,10.0,2.0,2.7,665.2,6.1,26.0,2.73,30.9,65.8,330,2.2452830188679247,0.0199999999999999,0.031,2.324,2.375,0,Normal
2,31,0.143,0.166,0.208,2.523,265.0,0.011,16,366,33.9,0.036,596.0,10.0,2.0,2.7,664.5,6.1,26.0,2.78,30.9,65.8,331,2.249056603773585,0.024,0.0419999999999999,2.315,2.381,0,Normal
2,32,0.155,0.164,0.196,2.534,264.0,0.011,15,368,33.9,0.035,594.0,10.0,2.0,2.7,664.5,6.1,26.0,2.78,30.9,65.8,330,2.25,0.009,0.032,2.338,2.379,1,Blow_Hole
2,33,0.158,0.17,0.202,2.51,265.0,0.012,17,368,34.0,0.036,596.0,10.0,2.0,2.7,664.5,6.0,26.0,2.74,30.9,65.8,331,2.249056603773585,0.012,0.032,2.308,2.352,1,Short_Shot
2,34,0.15,0.162,0.19100000000000006,2.524,264.0,0.011,14,368,33.8,0.036,594.0,10.0,2.0,2.7,664.5,6.0,26.0,2.74,30.9,65.8,330,2.25,0.012,0.0259999999999999,2.336,2.374,1,Blow_Hole
2,35,0.158,0.168,0.21,2.527,264.0,0.012,17,370,33.9,0.037,594.0,10.0,2.0,2.7,664.4,6.0,26.0,2.75,30.9,65.9,330,2.25,0.01,0.0419999999999999,2.317,2.369,0,Normal
2,36,0.158,0.171,0.212,2.505,265.0,0.011,17,368,33.9,0.036,595.0,10.0,2.0,2.7,664.1,6.0,26.0,2.73,30.9,65.9,330,2.2452830188679247,0.013,0.0409999999999999,2.293,2.347,1,Blow_Hole
2,37,0.16,0.162,0.2,2.524,265.0,0.012,17,368,33.9,0.035,596.0,10.0,2.0,2.7,664.1,6.0,26.0,2.73,30.9,65.9,331,2.249056603773585,0.002,0.038,2.324,2.364,0,Normal
2,38,0.155,0.168,0.206,2.506,265.0,0.012,18,370,33.9,0.035,595.0,10.0,2.0,2.7,663.6,6.0,26.0,2.72,30.8,66.1,330,2.2452830188679247,0.013,0.0379999999999999,2.3,2.351,1,Short_Shot
2,39,0.149,0.17,0.204,2.521,265.0,0.011,18,372,33.9,0.036,596.0,10.0,2.0,2.7,663.6,6.0,26.0,2.72,30.8,66.1,331,2.249056603773585,0.021,0.0339999999999999,2.317,2.372,1,Blow_Hole
2,40,0.156,0.173,0.204,2.505,265.0,0.011,18,372,33.9,0.035,595.0,10.0,2.0,2.7,662.7,5.9,26.0,2.75,30.7,66.3,330,2.2452830188679247,0.0169999999999999,0.031,2.301,2.349,0,Normal
2,41,0.152,0.168,0.206,2.532,264.0,0.011,16,372,33.9,0.036,594.0,10.0,2.0,2.7,662.7,5.9,26.0,2.75,30.7,66.3,330,2.25,0.016,0.0379999999999999,2.326,2.38,0,Normal
2,42,0.149,0.17,0.202,2.501,265.0,0.012,18,372,33.9,0.035,596.0,10.0,2.0,2.7,662.1,5.9,26.0,2.74,30.7,66.5,331,2.249056603773585,0.021,0.032,2.299,2.352,0,Normal
2,43,0.158,0.164,0.21,2.524,265.0,0.012,15,372,33.9,0.042,596.0,10.0,2.0,2.7,662.1,5.9,26.0,2.74,30.7,66.5,331,2.249056603773585,0.006,0.0459999999999999,2.314,2.366,0,Normal
2,44,0.158,0.164,0.21,2.524,265.0,0.012,15,372,33.9,0.042,596.0,10.0,2.0,2.7,661.2,5.9,26.0,2.75,30.7,66.5,331,2.249056603773585,0.006,0.0459999999999999,2.314,2.366,0,Normal
2,45,0.16,0.16,0.204,2.534,265.0,0.012,15,372,33.9,0.036,596.0,10.0,2.0,2.7,660.2,5.9,26.0,2.76,30.7,66.4,331,2.249056603773585,0.0,0.0439999999999999,2.33,2.374,1,Blow_Hole
2,46,0.16,0.16,0.204,2.534,265.0,0.012,15,372,33.9,0.036,596.0,10.0,2.0,2.7,660.2,5.9,26.0,2.76,30.7,66.4,331,2.249056603773585,0.0,0.0439999999999999,2.33,2.374,0,Normal
2,47,0.156,0.168,0.21,2.525,265.0,0.011,18,372,33.9,0.035,595.0,10.0,2.0,2.7,659.7,5.8,25.9,2.77,30.6,66.5,330,2.2452830188679247,0.012,0.0419999999999999,2.315,2.369,1,Blow_Hole
2,48,0.158,0.176,0.205,2.509,265.0,0.012,18,373,33.8,0.035,596.0,10.0,2.0,2.7,659.7,5.8,25.9,2.77,30.6,66.5,331,2.249056603773585,0.0179999999999999,0.0289999999999999,2.304,2.351,1,Short_Shot
2,49,0.15,0.174,0.204,2.53,265.0,0.011,17,373,33.9,0.033,595.0,10.0,2.0,2.7,658.9,5.8,26.0,2.76,30.6,66.7,330,2.2452830188679247,0.0239999999999999,0.03,2.326,2.38,1,Short_Shot
2,50,0.146,0.162,0.21,2.517,265.0,0.012,17,373,33.8,0.033,596.0,10.0,2.0,2.7,658.9,5.8,26.0,2.76,30.6,66.7,331,2.249056603773585,0.016,0.0479999999999999,2.307,2.371,0,Normal
2,51,0.158,0.17,0.204,2.531,265.0,0.012,16,372,33.9,0.036,596.0,10.0,2.0,2.7,658.5,5.8,25.9,2.78,30.6,66.8,331,2.249056603773585,0.012,0.0339999999999999,2.327,2.373,0,Normal
2,52,0.157,0.166,0.212,2.509,264.0,0.012,15,375,33.9,0.038,593.5,10.0,2.0,2.7,658.4,5.9,26.0,2.75,30.6,67.0,329,2.246212121212121,0.009,0.0459999999999999,2.297,2.352,1,Short_Shot
2,53,0.156,0.168,0.204,2.534,263.0,0.012,15,373,33.8,0.035,593.5,10.0,2.0,2.7,658.4,5.9,26.0,2.75,30.6,67.0,330,2.2547528517110265,0.012,0.0359999999999999,2.33,2.378,1,Short_Shot
2,54,0.156,0.168,0.204,2.534,263.0,0.012,15,373,33.8,0.035,593.5,10.0,2.0,2.7,658.4,5.9,26.0,2.76,30.7,67.0,330,2.2547528517110265,0.012,0.0359999999999999,2.33,2.378,0,Normal
2,55,0.156,0.17,0.208,2.537,265.0,0.012,17,373,33.9,0.036,595.0,9.9,2.0,2.7,658.4,5.9,26.0,2.76,30.7,67.0,330,2.2452830188679247,0.014,0.0379999999999999,2.329,2.381,0,Normal
2,56,0.148,0.164,0.202,2.51,263.0,0.011,15,373,34.2,0.038,593.5,10.3,2.4,3.0,658.7,5.9,26.0,2.76,30.7,66.9,330,2.2547528517110265,0.016,0.038,2.308,2.362,1,Short_Shot
2,57,0.155,0.168,0.2,2.508,265.0,0.012,18,373,34.2,0.035,596.0,10.3,2.4,3.0,658.7,5.9,26.0,2.76,30.7,66.9,331,2.249056603773585,0.013,0.032,2.308,2.353,0,Normal
2,58,0.158,0.172,0.194,2.503,265.0,0.012,18,372,34.1,0.036,596.0,10.2,2.4,3.0,659.3,5.8,26.0,2.75,30.7,66.8,331,2.249056603773585,0.0139999999999999,0.022,2.309,2.345,0,Normal
2,59,0.16,0.164,0.208,2.513,265.0,0.012,19,372,35.0,0.036,596.0,11.1,2.4,3.0,659.4,5.8,26.0,2.72,30.8,66.8,331,2.249056603773585,0.004,0.0439999999999999,2.305,2.353,0,Normal
2,60,0.158,0.171,0.211,2.498,265.0,0.01,20,372,34.9,0.036,595.0,11.1,2.4,3.0,659.4,5.8,26.0,2.72,30.8,66.8,330,2.2452830188679247,0.013,0.0399999999999999,2.2870000000000004,2.3400000000000003,1,Short_Shot
2,61,0.149,0.174,0.206,2.512,265.0,0.011,19,373,34.9,0.033,596.0,11.1,2.4,3.0,658.7,5.8,26.0,2.75,30.9,66.6,331,2.249056603773585,0.0249999999999999,0.032,2.306,2.363,1,Blow_Hole
2,62,0.156,0.163,0.204,2.504,265.0,0.011,18,373,34.9,0.035,596.0,11.1,2.4,3.0,658.7,5.8,26.0,2.75,30.9,66.6,331,2.249056603773585,0.007,0.0409999999999999,2.3,2.348,0,Normal
2,63,0.15,0.166,0.204,2.524,265.0,0.012,17,373,34.9,0.042,596.0,11.1,2.4,3.0,658.3,5.7,26.1,2.75,30.9,66.5,331,2.249056603773585,0.016,0.0379999999999999,2.32,2.374,1,Short_Shot
2,64,0.152,0.168,0.204,2.507,265.0,0.012,18,373,34.9,0.035,596.0,11.1,2.4,3.0,658.3,5.7,26.1,2.75,30.9,66.5,331,2.249056603773585,0.016,0.0359999999999999,2.303,2.355,1,Blow_Hole
2,65,0.143,0.168,0.202,2.524,265.0,0.012,18,372,34.9,0.036,595.0,11.1,2.4,3.0,657.5,5.7,26.0,2.73,30.9,66.5,330,2.2452830188679247,0.027,0.034,2.322,2.383,1,Short_Shot
2,66,0.158,0.171,0.202,2.513,265.0,0.012,19,372,34.9,0.036,596.0,11.1,2.4,3.0,656.9,5.7,26.0,2.75,30.9,66.3,331,2.249056603773585,0.013,0.031,2.311,2.355,0,Normal
2,67,0.15,0.176,0.198,2.519,265.0,0.011,18,375,34.9,0.041,596.0,11.1,2.4,3.0,656.9,5.7,26.0,2.75,30.9,66.3,331,2.249056603773585,0.0259999999999999,0.022,2.321,2.369,0,Normal
2,68,0.154,0.164,0.212,2.494,265.0,0.012,18,373,34.9,0.035,596.0,11.1,2.4,3.0,656.7,5.7,26.1,2.75,31.0,66.2,331,2.249056603773585,0.01,0.0479999999999999,2.282,2.3400000000000003,0,Normal
2,69,0.157,0.171,0.203,2.523,265.0,0.012,19,373,35.0,0.035,596.0,11.1,2.4,3.0,656.7,5.7,26.1,2.75,31.0,66.2,331,2.249056603773585,0.014,0.032,2.3200000000000003,2.366,1,Blow_Hole
2,70,0.15,0.162,0.204,2.523,265.0,0.012,20,373,34.9,0.036,597.0,11.1,2.4,3.0,656.5,5.8,26.0,2.74,31.0,66.1,332,2.252830188679245,0.012,0.0419999999999999,2.319,2.373,1,Short_Shot
2,71,0.157,0.172,0.21,2.508,265.0,0.012,19,373,35.0,0.036,596.0,11.1,2.4,3.0,656.6,5.8,26.0,2.74,31.0,66.1,331,2.249056603773585,0.0149999999999999,0.038,2.298,2.351,1,Blow_Hole
2,72,0.154,0.174,0.202,2.508,265.0,0.012,19,375,35.0,0.036,596.0,11.1,2.4,3.0,656.6,5.8,26.0,2.74,31.0,66.1,331,2.249056603773585,0.0199999999999999,0.028,2.306,2.354,1,Short_Shot
2,73,0.158,0.172,0.206,2.498,265.0,0.009,20,373,35.0,0.033,596.0,11.1,2.4,3.0,656.5,5.8,26.1,2.75,31.0,66.1,331,2.249056603773585,0.0139999999999999,0.034,2.2920000000000003,2.3400000000000003,0,Normal
2,74,0.154,0.164,0.197,2.515,265.0,0.012,19,373,35.1,0.036,596.0,11.1,2.4,3.0,656.5,5.8,26.1,2.75,31.0,66.1,331,2.249056603773585,0.01,0.033,2.318,2.361,0,Normal
2,75,0.16,0.17,0.198,2.529,265.0,0.014,18,373,35.0,0.036,596.0,11.1,2.4,3.0,656.0,5.8,26.1,2.75,31.0,66.1,331,2.249056603773585,0.01,0.0279999999999999,2.331,2.369,1,Short_Shot
2,76,0.158,0.168,0.206,2.527,265.0,0.012,20,375,35.0,0.036,595.0,11.1,2.4,3.0,656.0,5.8,26.1,2.75,31.0,66.1,330,2.2452830188679247,0.01,0.0379999999999999,2.321,2.369,1,Short_Shot
2,77,0.15,0.173,0.198,2.531,265.0,0.012,18,373,34.9,0.036,595.0,11.1,2.4,3.0,655.7,5.8,26.1,2.76,31.0,66.0,330,2.2452830188679247,0.0229999999999999,0.025,2.333,2.381,0,Normal
