Id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Air_Pressure_Min,Air_Pressure_Max,Coolant_Temp,Coolant_Temp_Min,Coolant_Temp_Max,Coolant_Pressure,Factory_Temp,Factory_Temp_Min,Factory_Temp_Max,Factory_Humidity,Factory_Humidity_Min,Factory_Humidity_Max,Short_Shot_1,Bubble_1,Exfoliation_1,Blow_Hole_1,Stain_1,Dent_1,Deformation_1,Contamination_1,Impurity_1,Crack_1,Scratch_1,Buring_Mark_1,Inclusions_1,Short_Shot_2,Bubble_2,Exfoliation_2,Blow_Hole_2,Stain_2,Dent_2,Deformation_2,Contamination_2,Impurity_2,Crack_2,Scratch_2,Buring_Mark_2,Inclusions_2,Vel_1_2_Diff,Vel_2_3_Diff,Vel_Total_Range,Any_Defect
493500,1,500,0.144,0.166,0.176,2.16,217,0.007,12,257,20.8,0.042,1051,8.0,1.0,0.8,684.8,6.1,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.9,18.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02200000000000002,0.009999999999999981,0.032,1
494501,1,501,0.144,0.172,0.186,2.165,217,0.008,11,257,20.9,0.041,1051,8.0,1.0,0.8,683.5,6.1,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027999999999999997,0.014000000000000012,0.04200000000000001,0
495502,1,502,0.144,0.172,0.186,2.174,218,0.01,11,257,20.8,0.043,1051,8.0,1.0,0.8,683.5,6.1,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027999999999999997,0.014000000000000012,0.04200000000000001,1
496503,1,503,0.142,0.17,0.185,2.158,215,0.007,11,257,20.8,0.044,1038,8.0,1.0,0.8,683.5,6.1,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028000000000000025,0.014999999999999986,0.04300000000000001,0
497504,1,504,0.142,0.17,0.178,2.163,217,0.008,11,257,20.9,0.042,1051,8.0,1.0,0.8,682.3,6.1,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.9,18.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028000000000000025,0.00799999999999998,0.036000000000000004,1
498505,1,505,0.138,0.168,0.179,2.118,218,0.008,11,257,20.9,0.043,1053,8.0,1.0,0.8,682.3,6.1,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.9,18.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.010999999999999982,0.04099999999999998,1
499506,1,506,0.144,0.17,0.182,2.137,214,0.007,11,257,20.9,0.044,1038,8.0,1.0,0.8,682.3,6.1,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.011999999999999983,0.038000000000000006,0
500507,1,507,0.146,0.168,0.178,2.149,217,0.008,11,257,20.9,0.041,1051,8.0,1.0,0.8,681.3,6.1,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.8,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02200000000000002,0.009999999999999981,0.032,1
501508,1,508,0.14,0.17,0.182,2.146,218,0.008,12,257,20.9,0.043,1053,8.0,1.0,0.8,681.3,6.1,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.011999999999999983,0.04199999999999998,0
502509,1,509,0.14,0.17,0.178,2.146,214,0.008,11,257,20.9,0.044,1038,8.0,1.0,0.8,681.3,6.1,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.00799999999999998,0.03799999999999998,0
503510,1,510,0.142,0.17,0.181,2.138,217,0.008,11,257,20.9,0.044,1052,8.0,1.0,0.8,680.4,6.0,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028000000000000025,0.010999999999999982,0.03900000000000001,0
504511,1,511,0.138,0.168,0.184,2.117,218,0.007,11,255,20.9,0.044,1053,8.0,1.0,0.8,680.4,6.0,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.7,18.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03,0.015999999999999986,0.045999999999999985,1
505512,1,512,0.146,0.17,0.186,2.164,214,0.018,11,255,20.9,0.044,1038,8.0,1.0,0.8,680.4,6.0,3,9,26.8,10,50,2.72,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02400000000000002,0.015999999999999986,0.04000000000000001,0
506513,1,513,0.146,0.17,0.186,2.164,214,0.018,11,255,20.9,0.044,1038,8.0,1.0,0.8,680.0,6.0,3,9,26.8,10,50,2.7,35.8,18.0,22.0,48.7,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.015999999999999986,0.04000000000000001,1
507514,1,514,0.142,0.168,0.184,2.137,217,0.008,11,255,20.9,0.044,1051,8.0,1.0,0.8,680.0,6.0,3,9,26.8,10,50,2.7,35.8,18.0,22.0,48.7,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.015999999999999986,0.04200000000000001,1
508515,1,515,0.141,0.168,0.19,2.157,214,0.007,11,255,20.9,0.044,1036,8.0,1.0,0.8,680.2,6.0,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027000000000000024,0.021999999999999992,0.049000000000000016,1
509516,1,516,0.144,0.168,0.176,2.128,217,0.008,11,257,20.8,0.044,1052,8.0,1.0,0.8,680.2,6.0,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.00799999999999998,0.032,1
510517,1,517,0.144,0.168,0.176,2.118,214,0.005,12,255,20.8,0.041,1036,8.0,1.0,0.8,680.2,6.0,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02400000000000002,0.00799999999999998,0.032,0
511518,1,518,0.144,0.17,0.182,2.154,218,0.008,12,257,20.9,0.044,1053,8.0,1.0,0.8,680.9,6.0,3,9,26.8,10,50,2.73,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.011999999999999983,0.038000000000000006,1
512519,1,519,0.139,0.168,0.184,2.156,214,0.008,11,255,20.9,0.043,1037,8.0,1.0,0.8,680.9,6.0,3,9,26.8,10,50,2.73,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028999999999999998,0.015999999999999986,0.044999999999999984,1
513520,1,520,0.139,0.17,0.184,2.154,214,0.007,12,255,21.0,0.044,1037,8.1,1.0,0.8,680.9,6.0,3,9,26.8,10,50,2.73,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.013999999999999985,0.044999999999999984,0
514521,1,521,0.144,0.166,0.186,2.135,217,0.008,11,257,20.9,0.043,1052,8.0,1.0,0.8,681.8,6.0,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.7,18.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02200000000000002,0.01999999999999999,0.04200000000000001,1
515522,1,522,0.144,0.17,0.182,2.155,214,0.007,11,255,20.9,0.043,1036,8.0,1.0,0.8,681.8,6.0,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026000000000000023,0.011999999999999983,0.038000000000000006,1
516523,1,523,0.144,0.17,0.182,2.155,214,0.007,11,255,20.9,0.043,1036,8.0,1.0,0.8,681.8,6.0,3,9,26.8,10,50,2.7,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026000000000000023,0.011999999999999983,0.038000000000000006,1
517524,1,524,0.144,0.166,0.186,2.146,218,0.008,12,255,20.9,0.044,1053,8.0,1.0,0.8,682.7,6.0,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.6,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02200000000000002,0.01999999999999999,0.04200000000000001,1
518525,1,525,0.142,0.166,0.184,2.158,214,0.007,12,255,20.7,0.043,1038,8.0,1.0,0.8,682.7,6.0,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.6,18.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.017999999999999988,0.04200000000000001,1
519526,1,526,0.142,0.166,0.176,2.12,217,0.008,12,255,20.8,0.044,1051,8.0,1.0,0.8,682.7,6.0,3,9,26.8,10,50,2.68,35.9,18.0,22.0,48.6,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.009999999999999981,0.034,1
520527,1,527,0.142,0.168,0.186,2.164,214,0.008,11,255,20.9,0.041,1036,8.0,1.0,0.8,683.4,5.9,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026000000000000023,0.017999999999999988,0.04400000000000001,1
521528,1,528,0.142,0.168,0.184,2.16,217,0.01,11,255,20.8,0.041,1052,8.0,1.0,0.8,683.4,5.9,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026000000000000023,0.015999999999999986,0.04200000000000001,1
522529,1,529,0.144,0.168,0.182,2.126,214,0.008,12,257,20.8,0.043,1037,8.0,1.0,0.8,683.4,5.9,3,9,26.8,10,50,2.69,35.9,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.013999999999999985,0.038000000000000006,1
523530,1,530,0.139,0.168,0.178,2.132,217,0.007,11,257,20.9,0.043,1050,8.0,1.0,0.8,684.1,6.0,3,9,26.8,10,50,2.69,35.8,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.028999999999999998,0.009999999999999981,0.03899999999999998,1
524531,1,531,0.139,0.168,0.178,2.132,217,0.007,11,257,20.9,0.043,1050,8.0,1.0,0.8,684.1,6.0,3,9,26.8,10,50,2.69,35.8,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.028999999999999998,0.009999999999999981,0.03899999999999998,1
525532,1,532,0.142,0.166,0.172,2.158,217,0.007,11,255,20.8,0.042,1051,8.0,1.0,0.8,684.1,6.0,3,9,26.8,10,50,2.69,35.8,18.0,22.0,48.7,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.005999999999999978,0.03,1
526533,1,533,0.142,0.166,0.172,2.158,217,0.007,11,255,20.8,0.042,1051,8.0,1.0,0.8,685.0,6.0,3,9,26.8,10,50,2.71,35.7,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.005999999999999978,0.03,1
527534,1,534,0.144,0.168,0.176,2.147,214,0.008,11,257,20.9,0.043,1037,8.0,1.0,0.8,685.0,6.0,3,9,26.8,10,50,2.71,35.7,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.00799999999999998,0.032,1
528535,1,535,0.144,0.168,0.176,2.147,214,0.008,11,257,20.9,0.043,1037,8.0,1.0,0.8,685.0,6.0,3,9,26.8,10,50,2.71,35.7,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.00799999999999998,0.032,1
529536,1,536,0.144,0.168,0.182,2.121,218,0.009,12,257,20.9,0.034,1054,8.0,1.0,0.8,685.9,5.9,3,9,26.8,10,50,2.7,35.6,18.0,22.0,49.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.013999999999999985,0.038000000000000006,1
530537,1,537,0.144,0.168,0.182,2.147,215,0.008,11,255,20.9,0.044,1039,8.0,1.0,0.8,685.9,5.9,3,9,26.8,10,50,2.7,35.6,18.0,22.0,49.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.013999999999999985,0.038000000000000006,1
531538,1,538,0.146,0.168,0.176,2.134,217,0.014,11,257,20.8,0.043,1051,8.0,1.0,0.8,686.6,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02200000000000002,0.00799999999999998,0.03,1
532539,1,539,0.144,0.166,0.178,2.138,218,0.008,11,255,20.8,0.043,1053,8.0,1.0,0.8,686.6,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02200000000000002,0.011999999999999983,0.034,1
533540,1,540,0.144,0.166,0.178,2.177,214,0.014,12,255,20.8,0.041,1038,8.0,1.0,0.8,686.6,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.3,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02200000000000002,0.011999999999999983,0.034,1
534541,1,541,0.14,0.166,0.182,2.121,217,0.01,11,255,20.9,0.044,1051,8.0,1.0,0.8,687.3,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.4,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025999999999999995,0.015999999999999986,0.04199999999999998,0
535542,1,542,0.144,0.168,0.182,2.159,218,0.007,11,257,20.8,0.042,1053,8.0,1.0,0.8,687.3,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.4,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.013999999999999985,0.038000000000000006,1
536543,1,543,0.142,0.168,0.182,2.169,215,0.007,11,257,20.8,0.042,1038,8.0,1.0,0.8,687.3,5.9,3,9,26.8,10,50,2.72,35.6,18.0,22.0,49.4,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026000000000000023,0.013999999999999985,0.04000000000000001,1
537544,1,544,0.144,0.168,0.182,2.134,217,0.008,11,257,20.8,0.044,1051,8.0,1.0,0.8,688.0,5.9,3,9,26.8,10,50,2.71,35.6,18.0,22.0,49.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.013999999999999985,0.038000000000000006,1
538545,1,545,0.144,0.168,0.184,2.14,214,0.008,11,257,20.8,0.044,1036,8.0,1.0,0.8,688.0,5.9,3,9,26.8,10,50,2.71,35.6,18.0,22.0,49.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.015999999999999986,0.04000000000000001,1
539546,1,546,0.144,0.166,0.176,2.144,217,0.008,12,255,20.8,0.044,1052,8.0,1.0,0.8,688.0,5.9,3,9,26.8,10,50,2.71,35.6,18.0,22.0,49.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02200000000000002,0.009999999999999981,0.032,0
540547,1,547,0.144,0.166,0.176,2.144,217,0.008,12,255,20.8,0.044,1052,8.0,1.0,0.8,689.0,5.9,3,9,26.8,10,50,2.71,35.7,18.0,22.0,49.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02200000000000002,0.009999999999999981,0.032,1
541548,1,548,0.144,0.168,0.187,2.164,215,0.008,11,255,20.8,0.041,1039,8.0,1.0,0.8,689.0,5.9,3,9,26.8,10,50,2.71,35.7,18.0,22.0,49.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.01899999999999999,0.04300000000000001,1
542549,1,549,0.142,0.166,0.178,2.147,218,0.008,11,255,20.9,0.041,1053,8.0,1.0,0.8,689.0,5.9,3,9,26.8,10,50,2.71,35.7,18.0,22.0,49.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.02400000000000002,0.011999999999999983,0.036000000000000004,1
543550,1,550,0.142,0.166,0.184,2.166,218,0.007,11,255,20.8,0.041,1055,8.0,1.0,0.8,690.0,6.0,3,9,26.9,10,50,2.74,35.8,18.0,22.0,48.9,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.017999999999999988,0.04200000000000001,1
544551,1,551,0.142,0.168,0.179,2.135,215,0.008,12,255,20.8,0.043,1039,8.0,1.0,0.8,690.0,6.0,3,9,26.9,10,50,2.74,35.8,18.0,22.0,48.9,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.010999999999999982,0.037000000000000005,1
545552,1,552,0.142,0.17,0.188,2.152,217,0.008,11,257,20.9,0.043,1052,8.0,1.0,0.8,690.0,6.0,3,9,26.9,10,50,2.74,35.8,18.0,22.0,48.9,18.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.028000000000000025,0.017999999999999988,0.04600000000000001,1
546553,1,553,0.142,0.17,0.178,2.16,214,0.009,11,257,21.0,0.042,1038,8.0,1.0,0.8,690.9,6.1,3,9,26.9,10,50,2.71,35.7,18.0,22.0,48.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.028000000000000025,0.00799999999999998,0.036000000000000004,1
547554,1,554,0.139,0.168,0.178,2.137,217,0.008,12,257,20.9,0.044,1052,8.1,1.0,0.8,690.9,6.1,3,9,26.9,10,50,2.71,35.7,18.0,22.0,48.8,18.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028999999999999998,0.009999999999999981,0.03899999999999998,1
548555,1,555,0.142,0.168,0.174,2.127,214,0.01,11,257,20.9,0.044,1037,8.1,1.0,0.8,690.9,6.1,3,9,26.9,10,50,2.71,35.7,18.0,22.0,48.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.005999999999999978,0.032,0
549556,1,556,0.142,0.168,0.187,2.134,217,0.008,12,257,20.9,0.043,1052,8.1,1.0,0.8,691.8,6.1,3,9,26.9,10,50,2.71,35.7,18.0,22.0,48.6,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.01899999999999999,0.04500000000000001,0
550557,1,557,0.144,0.168,0.188,2.127,214,0.008,12,257,20.9,0.041,1037,8.1,1.0,0.8,691.8,6.1,3,9,26.9,10,50,2.71,35.7,18.0,22.0,48.6,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02400000000000002,0.01999999999999999,0.04400000000000001,1
551558,1,558,0.139,0.166,0.182,2.163,217,0.007,11,255,20.8,0.041,1052,8.1,1.0,0.8,692.8,6.2,3,9,26.9,10,50,2.72,35.8,18.0,22.0,48.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026999999999999996,0.015999999999999986,0.04299999999999998,0
552559,1,559,0.142,0.17,0.176,2.162,218,0.008,12,257,20.8,0.042,1054,8.1,1.0,0.8,692.8,6.2,3,9,26.9,10,50,2.72,35.8,18.0,22.0,48.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028000000000000025,0.005999999999999978,0.034,0
553560,1,560,0.144,0.166,0.182,2.157,214,0.008,12,255,20.9,0.044,1038,8.1,1.0,0.8,692.8,6.2,3,9,26.9,10,50,2.72,35.8,18.0,22.0,48.3,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02200000000000002,0.015999999999999986,0.038000000000000006,0
554561,1,561,0.144,0.17,0.182,2.165,217,0.009,12,257,20.9,0.034,1052,8.1,1.0,0.8,693.8,6.3,3,9,26.8,10,50,2.69,35.8,18.0,22.0,47.8,18.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.011999999999999983,0.038000000000000006,1
555562,1,562,0.142,0.168,0.178,2.155,218,0.007,11,257,20.9,0.041,1054,8.1,1.0,0.8,693.8,6.3,3,9,26.8,10,50,2.69,35.8,18.0,22.0,47.8,18.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026000000000000023,0.009999999999999981,0.036000000000000004,1
556563,1,563,0.139,0.166,0.186,2.157,215,0.008,12,255,20.9,0.044,1039,8.1,1.0,0.8,693.8,6.3,3,9,26.8,10,50,2.69,35.8,18.0,22.0,47.8,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026999999999999996,0.01999999999999999,0.046999999999999986,0
557564,1,564,0.139,0.166,0.186,2.157,215,0.008,12,255,20.9,0.044,1039,8.1,1.0,0.8,694.8,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,47.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026999999999999996,0.01999999999999999,0.046999999999999986,0
558565,1,565,0.141,0.17,0.187,2.159,218,0.008,11,255,20.9,0.041,1055,8.1,1.0,0.8,694.8,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,47.9,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029000000000000026,0.016999999999999987,0.04600000000000001,1
559566,1,566,0.141,0.17,0.187,2.159,218,0.008,11,255,20.9,0.041,1055,8.1,1.0,0.8,694.8,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,47.9,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029000000000000026,0.016999999999999987,0.04600000000000001,0
560567,1,567,0.144,0.166,0.174,2.163,217,0.008,12,255,20.9,0.043,1052,8.1,1.0,0.8,695.7,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,48.0,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02200000000000002,0.00799999999999998,0.03,0
561568,1,568,0.144,0.168,0.187,2.131,218,0.008,11,255,20.9,0.043,1053,8.1,1.0,0.8,695.7,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,48.0,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02400000000000002,0.01899999999999999,0.04300000000000001,1
562569,1,569,0.144,0.168,0.182,2.173,214,0.008,11,257,20.9,0.042,1037,8.1,1.0,0.8,695.7,6.3,3,9,26.8,10,50,2.71,35.8,18.0,22.0,48.0,18.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02400000000000002,0.013999999999999985,0.038000000000000006,1
563570,1,570,0.144,0.171,0.18,2.145,217,0.008,11,255,20.8,0.042,1051,8.1,1.0,0.8,696.6,6.2,3,9,26.8,10,50,2.7,35.8,18.0,22.0,48.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027000000000000024,0.00899999999999998,0.036000000000000004,1
564571,1,571,0.136,0.168,0.184,2.167,214,0.008,11,255,20.9,0.042,1036,8.1,1.0,0.8,696.6,6.2,3,9,26.8,10,50,2.7,35.8,18.0,22.0,48.1,18.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.015999999999999986,0.04799999999999999,1
565572,1,572,0.142,0.17,0.186,2.13,217,0.008,12,257,22.2,0.043,1052,8.1,1.0,0.8,696.6,6.2,3,9,26.8,10,50,2.7,35.8,18.0,22.0,48.1,18.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028000000000000025,0.015999999999999986,0.04400000000000001,0
