id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Biscuit_Thickness,Rapid_Rise_Time,Pressure_Rise_Time,Clamping_Force,Cycle_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Pressure_Diff_ratio,clamp_per_press,temp_diff,press_time_ratio,spray_cycle_ratio,heat_index,Defect_Status,Defect_Type
4246050,2,50,0.155,0.165,0.21,2.73,264,17,0.012,0.041,355,36.7,595,12.7,2.0,2.5,664.2,5.8,26.2,2.68,33.3,55.7,2.253787878787879,0.5966386554621849,630.9000000000001,3.4166666666666665,0.34604904632152583,18.548099999999998,0,Normal
4247051,2,51,0.162,0.166,0.208,2.744,264,16,0.012,0.041,355,36.7,594,12.7,2.0,2.5,663.9,5.8,26.2,2.69,33.4,55.9,2.25,0.5976430976430976,630.5,3.4166666666666665,0.34604904632152583,18.6706,0,Normal
4248052,2,52,0.15,0.164,0.206,2.702,264,15,0.012,0.04,355,36.7,595,12.7,2.0,2.5,664.2,5.9,26.2,2.7,33.5,55.8,2.253787878787879,0.5966386554621849,630.7,3.3333333333333335,0.34604904632152583,18.692999999999998,0,Normal
4249053,2,53,0.156,0.164,0.195,2.696,264,16,0.012,0.041,355,37.0,594,13.0,2.5,2.7,664.2,5.9,26.2,2.7,33.5,55.8,2.25,0.5976430976430976,630.7,3.4166666666666665,0.35135135135135137,18.692999999999998,0,Normal
4250054,2,54,0.158,0.168,0.202,2.723,264,14,0.011,0.04,355,37.1,594,13.0,2.5,2.7,664.3,6.0,26.2,2.69,33.7,55.6,2.25,0.5976430976430976,630.5999999999999,3.6363636363636367,0.3504043126684636,18.7372,0,Normal
4251055,2,55,0.158,0.162,0.202,2.71,264,14,0.011,0.04,355,37.0,595,13.0,2.5,2.7,664.3,6.0,26.2,2.69,33.7,55.6,2.253787878787879,0.5966386554621849,630.5999999999999,3.6363636363636367,0.35135135135135137,18.7372,1,Other
4252056,2,56,0.156,0.163,0.205,2.723,264,16,0.012,0.04,355,37.1,594,13.0,2.5,2.7,664.1,6.1,26.2,2.68,33.8,55.4,2.25,0.5976430976430976,630.3000000000001,3.3333333333333335,0.3504043126684636,18.725199999999997,0,Normal
4253057,2,57,0.16,0.174,0.197,2.706,264,16,0.012,0.04,355,37.1,595,13.0,2.5,2.7,663.7,6.2,26.2,2.68,33.9,55.2,2.253787878787879,0.5966386554621849,629.8000000000001,3.3333333333333335,0.3504043126684636,18.7128,0,Normal
4254058,2,58,0.158,0.168,0.21,2.687,264,17,0.012,0.04,355,37.0,594,13.0,2.5,2.7,663.7,6.2,26.2,2.68,33.9,55.2,2.25,0.5976430976430976,629.8000000000001,3.3333333333333335,0.35135135135135137,18.7128,0,Normal
4255059,2,59,0.147,0.162,0.196,2.718,265,18,0.012,0.042,357,37.0,595,13.0,2.5,2.7,663.6,6.4,26.2,2.69,33.9,55.1,2.2452830188679247,0.6,629.7,3.5,0.35135135135135137,18.6789,0,Normal
4256060,2,60,0.147,0.162,0.196,2.718,265,18,0.012,0.042,357,37.0,595,13.0,2.5,2.7,663.6,6.4,26.2,2.69,33.9,55.1,2.2452830188679247,0.6,629.7,3.5,0.35135135135135137,18.6789,0,Normal
4257061,2,61,0.146,0.17,0.202,2.702,264,15,0.012,0.04,357,37.0,595,13.0,2.5,2.7,663.6,6.5,26.2,2.68,34.0,54.9,2.253787878787879,0.6,629.6,3.3333333333333335,0.35135135135135137,18.666,0,Normal
4258062,2,62,0.158,0.171,0.204,2.696,264,18,0.011,0.042,357,37.1,594,13.0,2.5,2.7,663.5,6.6,26.3,2.7,34.1,54.7,2.25,0.601010101010101,629.4,3.818181818181819,0.3504043126684636,18.652700000000003,0,Normal
4259063,2,63,0.155,0.164,0.202,2.697,264,16,0.011,0.04,359,37.0,595,13.0,2.5,2.7,663.5,6.6,26.3,2.7,34.1,54.7,2.253787878787879,0.6033613445378151,629.4,3.6363636363636367,0.35135135135135137,18.652700000000003,0,Normal
4260064,2,64,0.16,0.162,0.202,2.723,264,17,0.012,0.042,359,37.0,595,13.0,2.5,2.7,663.6,6.6,26.3,2.68,34.1,54.6,2.253787878787879,0.6033613445378151,629.5,3.5,0.35135135135135137,18.6186,0,Normal
4261065,2,65,0.15,0.173,0.204,2.689,264,19,0.011,0.04,355,37.0,595,13.1,2.5,2.7,663.6,6.6,26.3,2.68,34.1,54.6,2.253787878787879,0.5966386554621849,629.5,3.6363636363636367,0.35405405405405405,18.6186,1,Other
4262066,2,66,0.16,0.162,0.2,2.699,264,16,0.01,0.04,359,37.0,594,13.1,2.5,2.7,663.5,6.6,26.3,2.68,34.1,54.5,2.25,0.6043771043771043,629.4,4.0,0.35405405405405405,18.584500000000002,1,Other
4263067,2,67,0.155,0.17,0.208,2.715,264,17,0.011,0.041,359,37.0,595,13.1,2.5,2.7,663.2,6.6,26.3,2.68,34.1,54.5,2.253787878787879,0.6033613445378151,629.1,3.7272727272727275,0.35405405405405405,18.584500000000002,0,Normal
4264068,2,68,0.158,0.171,0.204,2.715,264,17,0.011,0.039,361,37.0,595,13.1,2.5,2.7,663.2,6.6,26.3,2.68,34.1,54.5,2.253787878787879,0.6067226890756302,629.1,3.545454545454546,0.35405405405405405,18.584500000000002,0,Normal
4265069,2,69,0.157,0.178,0.203,2.713,264,16,0.012,0.04,348,37.0,594,13.0,2.5,2.7,662.5,6.6,26.3,2.7,34.1,54.7,2.25,0.5858585858585859,628.4,3.3333333333333335,0.35135135135135137,18.652700000000003,0,Normal
4266070,2,70,0.156,0.166,0.21,2.707,264,16,0.011,0.04,350,37.0,595,13.0,2.5,2.7,662.5,6.6,26.2,2.69,34.1,54.8,2.253787878787879,0.5882352941176471,628.4,3.6363636363636367,0.35135135135135137,18.6868,0,Normal
